Store,Container_404,Bad_Subs,Nil_Pick
9164,40,8,217
4464,40,9,170
4695,47,17,244
4108,21,8,219
7917,33,8,228
5653,41,8,246
8527,38,7,217
8869,33,9,222
9186,30,7,257
5028,34,14,224
8286,17,10,247
7656,39,16,248
7757,34,11,217
8334,45,8,231
5674,36,8,200
6669,31,15,236
7705,29,11,223
7076,20,10,257
5607,26,14,254
5087,47,8,233
6897,16,8,237
8409,24,12,248
5805,29,13,221
5241,31,14,204
9222,19,5,263
5615,27,12,237
7423,39,11,284
4526,32,10,231
6829,42,10,251
5421,24,11,191
9539,30,11,222
6654,32,8,237
9470,38,14,208
6936,14,12,226
4878,28,10,236
9734,42,6,254
9868,37,13,230
5488,36,7,222
9272,29,11,234
4365,27,5,242
7281,28,7,241
6221,33,9,253
7656,34,13,243
9240,30,9,216
6941,29,6,246
5477,34,7,224
9256,23,5,254
4967,22,10,257
4553,26,11,205
4718,33,7,255
5766,6,4,244
4087,36,7,214
9529,27,7,253
7964,25,9,253
7775,37,14,215
6508,37,9,221
7960,29,17,267
5643,44,6,230
8091,28,10,223
6988,32,10,211
7643,31,9,223
4409,27,10,236
9996,29,11,220
4195,25,11,249
4425,27,9,254
6009,24,9,233
5462,36,11,232
4664,30,12,251
8364,33,14,220
5242,34,8,187
8460,43,12,203
5106,35,12,245
4326,30,11,232
6467,32,8,244
9294,25,11,245
6991,36,14,235
7123,13,11,247
5997,41,12,249
4425,31,11,239
8139,37,10,226
8792,51,10,230
9785,32,7,219
5688,31,10,245
4679,41,8,216
4069,27,7,216
9188,35,13,222
6249,52,14,204
4879,30,8,249
4329,15,8,206
6274,31,10,212
6909,36,11,233
7553,53,13,220
4150,35,17,203
6601,24,11,246
8381,19,2,259
8419,30,9,200
4281,34,10,253
9550,31,9,241
9454,22,12,219
4763,31,14,224
7784,36,10,252
9924,39,11,246
7239,16,13,232
9898,32,11,241
4837,18,12,245
4984,37,8,258
6711,50,12,268
4858,20,12,247
7012,24,14,221
8300,22,6,264
7073,35,4,241
5255,29,8,231
4582,24,9,229
7346,34,5,238
9304,39,6,244
8142,36,9,234
9853,25,13,230
9371,39,9,220
5319,41,7,242
6883,37,7,216
6691,19,10,204
8277,44,5,238
7080,32,7,184
9969,37,9,230
4956,28,9,226
5257,32,11,206
7013,29,12,200
5498,26,9,229
7002,17,10,234
5849,27,13,225
4098,28,10,194
8456,43,14,216
6090,44,13,254
8617,32,13,234
5877,32,9,238
9693,32,12,235
6556,35,6,206
4477,29,8,202
9148,35,7,246
8005,34,8,211
4405,24,10,262
9822,40,10,210
7873,25,9,200
5064,34,12,260
8207,38,11,226
4095,36,10,241
4420,37,11,242
7334,31,11,263
7251,26,8,209
9745,35,9,214
4531,25,9,286
6264,39,15,235
5916,40,13,250
4939,22,13,239
6981,18,10,237
6297,39,4,234
7757,27,14,254
8248,39,13,212
5973,19,7,201
4837,37,13,230
4296,32,14,242
9014,25,8,254
8623,39,8,204
8583,32,12,243
7578,33,8,219
6929,31,13,240
9034,34,9,257
8992,22,12,196
8401,16,7,224
6676,30,9,214
6836,36,12,230
4739,42,9,246
8383,18,13,218
4346,25,11,239
9342,23,9,239
5184,29,9,241
6527,33,11,239
4536,24,12,265
9735,43,12,232
6960,31,15,269
7212,47,7,204
4896,31,11,229
7923,38,14,270
4722,35,15,247
6558,48,16,228
6788,34,12,233
5723,27,10,254
7750,33,7,225
5421,33,15,226
4483,9,12,217
6236,39,13,218
4874,27,11,217
8203,41,10,264
8217,35,7,234
9233,33,12,249
5489,37,6,233
9216,24,7,242
9760,34,13,230
7996,31,14,233
5151,20,12,236
7466,25,7,217
4967,32,3,246
7507,43,9,244
8558,41,7,262
8635,21,12,234
7304,27,9,250
9634,30,12,250
4808,25,8,255
4247,37,10,232
5183,20,8,229
9868,31,12,252
6229,27,7,223
6969,26,9,233
8797,32,10,250
6240,30,12,228
4233,50,8,248
5963,33,5,264
4031,28,9,250
9391,10,14,265
8785,21,8,222
8805,39,12,247
6629,54,18,214
4060,34,13,221
9846,38,7,216
6551,32,12,232
5591,14,7,227
8525,20,10,209
9681,45,17,250
5556,34,8,225
9709,26,14,237
7693,21,10,275
4928,36,5,244
9633,55,11,232
6946,29,11,269
5156,31,9,251
4484,31,8,262
8367,37,12,238
9889,30,13,202
8449,42,7,244
4846,42,10,226
6611,27,13,265
4768,21,14,231
8763,45,11,250
9794,30,9,228
7535,21,7,232
4453,30,12,194
7110,38,7,236
5812,50,12,214
9645,20,6,229
7786,22,10,265
6964,35,12,225
9419,28,10,232
9728,32,4,255
5553,37,12,229
7269,39,8,244
7195,27,12,221
7341,31,11,221
8723,28,11,253
8997,32,9,239
4926,25,14,254
7064,30,14,252
7147,36,12,211
9295,22,5,271
6789,41,15,213
4939,46,10,235
7093,35,9,190
5562,49,7,225
8437,43,8,217
6039,33,14,201
5644,22,8,195
6647,36,5,222
6446,24,10,223
4955,30,7,228
7606,34,10,250
9339,40,10,262
9424,27,9,226
7784,27,8,228
7797,46,9,230
6546,38,15,246
9947,29,12,240
7567,26,16,190
9715,12,6,245
6318,26,11,231
6784,23,12,230
9468,38,10,242
4645,39,12,224
4434,35,4,252
4144,45,10,237
5620,31,11,237
9985,24,12,231
4379,40,9,214
4846,33,13,240
4539,44,10,244
9684,17,7,259
7515,44,8,292
6793,34,9,196
9712,32,8,210
4077,41,12,247
9857,29,5,238
5200,21,6,247
8886,31,10,249
4475,26,1,246
7508,26,14,229
9504,22,14,213
9734,33,12,232
7039,37,15,295
7881,38,8,256
8194,32,12,232
8986,25,13,183
5802,32,6,250
4338,38,9,222
8844,32,14,234
5548,33,11,248
4381,22,9,201
6580,32,11,210
9013,24,14,222
5077,24,10,237
8462,27,12,255
6780,36,12,253
5737,26,10,220
4754,17,8,220
5268,38,10,256
9514,40,14,217
9476,28,8,223
6153,49,6,202
4206,34,5,263
6040,30,12,213
4837,26,15,229
4100,27,14,234
7246,27,11,231
8740,40,9,221
9782,40,12,222
7234,37,10,231
8735,45,8,255
4597,22,10,258
6112,32,5,243
9277,47,6,240
9525,33,8,267
6204,27,9,251
7252,32,12,232
6209,40,9,236
7774,32,10,242
4921,9,9,244
5187,34,9,240
8305,15,11,254
6130,28,13,217
8813,31,10,257
5222,33,14,211
6573,38,1,220
5598,38,6,192
7773,22,11,219
7870,19,9,215
4282,31,6,265
6854,21,7,217
5157,41,8,275
9420,39,11,225
7813,39,7,230
7828,26,11,201
9329,25,10,196
4458,39,9,252
8684,37,9,225
8327,34,9,204
8948,23,7,211
5472,44,12,250
6065,34,9,219
7394,35,15,229
9010,33,6,212
7036,25,8,217
5515,36,5,211
5050,25,8,202
8268,33,12,229
6264,27,6,246
5697,33,11,189
8401,42,3,244
4349,36,8,229
4858,36,10,222
8273,31,11,238
6433,42,11,235
6168,36,4,212
9350,44,7,213
4683,39,11,246
6147,24,16,239
9123,29,18,219
6794,38,7,216
4526,19,12,248
8225,26,12,249
9188,38,10,270
5582,34,6,252
6946,39,13,231
5948,41,12,214
8047,36,7,236
8680,38,16,200
9150,23,6,236
7402,28,11,211
7717,26,15,267
9985,40,11,225
6589,32,4,238
8672,41,11,231
5150,28,3,202
5297,26,5,261
7870,27,8,239
9768,44,17,210
7669,21,11,240
4568,50,10,218
7126,46,14,276
5647,33,10,255
9758,31,4,271
9823,37,10,276
4531,33,6,252
7368,31,9,267
8912,37,8,219
4012,38,11,231
8364,32,10,245
9581,28,17,256
7142,37,13,220
6984,29,11,254
5071,48,9,255
6904,23,13,240
4153,45,8,234
7764,41,7,237
5639,46,14,218
5419,29,7,226
9565,35,3,225
8600,9,10,211
8326,36,11,226
4394,37,13,249
9950,11,7,229
5431,31,6,208
4229,28,11,233
4327,16,14,245
5535,42,6,213
6033,44,6,232
5009,44,6,212
8792,36,8,232
8717,37,8,221
7323,47,9,225
8340,29,6,229
7549,33,10,230
8407,34,12,211
7517,37,10,248
9190,37,13,293
9209,34,5,230
9243,30,14,236
7238,32,11,243
6808,27,15,266
8000,30,9,224
9241,27,8,249
5238,30,9,243
5202,34,6,231
9991,23,1,222
8307,16,9,228
9366,41,6,217
4663,27,7,244
4822,33,12,228
4578,30,9,230
8742,30,8,226
8153,34,12,240
4184,36,10,247
4711,33,14,215
4855,30,10,231
8666,17,6,215
4260,45,12,191
6246,46,10,219
5851,27,11,231
7359,26,11,234
6067,24,9,237
6101,37,4,221
5649,21,9,259
8904,36,11,218
6426,35,9,223
6318,31,7,246
4771,30,15,211
9229,30,13,247
4922,37,7,212
8542,40,8,249
9285,30,9,245
9581,25,9,245
9653,48,12,213
7594,21,14,263
4574,38,13,263
5788,15,12,183
9305,34,12,263
9938,31,16,245
4172,25,9,258
8002,26,9,234
4865,32,11,253
7410,27,15,263
5764,38,12,208
6447,28,13,229
7084,36,8,234
7605,31,11,261
4663,28,9,260
9810,43,15,232
9432,47,5,216
5496,36,8,223
6303,34,9,267
5815,13,8,222
4695,27,9,243
4027,33,9,233
6065,35,10,246
9462,43,6,267
5903,31,9,258
5550,30,9,258
9248,25,11,212
6471,32,12,228
9736,41,7,234
8515,57,11,218
5501,27,9,215
4168,37,13,221
5598,40,15,252
8836,26,8,244
6306,31,13,249
7283,23,9,249
4293,21,13,239
8398,41,9,245
4769,40,15,232
9295,45,10,231
6872,30,10,259
6979,31,6,252
7372,24,10,274
8026,34,5,274
6319,40,13,253
8692,43,14,233
8672,31,9,238
7535,31,8,258
6656,33,13,223
7192,19,18,249
5647,20,5,257
7576,42,12,282
6737,23,11,271
9512,17,10,233
6264,42,7,257
5041,33,9,256
4958,44,12,235
5956,32,8,225
7188,33,6,251
6217,41,9,230
6255,19,15,245
9891,34,11,241
7922,43,9,228
6512,19,11,253
4885,33,9,238
7437,30,9,246
9830,34,12,240
8861,36,13,225
7968,39,6,242
8646,27,12,233
8820,31,5,248
8841,30,7,245
8115,32,11,245
9757,37,11,223
4345,34,5,263
6467,39,11,207
6527,44,5,206
5478,27,12,247
4933,19,16,265
5365,32,11,254
9951,43,11,218
6348,37,6,244
5618,28,6,252
7698,27,14,235
4007,48,6,241
9017,23,6,244
9729,23,6,264
8940,14,6,260
9285,40,13,243
6502,28,9,269
8288,41,14,224
5340,24,8,212
8810,30,14,280
4110,29,15,236
8290,30,10,228
9577,19,9,203
6004,43,8,253
5026,43,12,217
4679,50,12,207
7002,40,7,253
6512,27,4,249
9636,34,12,224
6211,27,8,222
8593,36,12,224
9491,43,3,247
8467,26,8,256
6466,29,9,250
7718,38,9,239
4590,42,13,246
7225,32,8,231
6636,37,3,246
9790,39,7,252
9550,27,12,245
9551,31,7,203
9308,31,14,227
9392,32,6,197
7381,14,12,205
5910,39,9,238
6742,27,8,241
9545,23,9,244
9897,41,11,222
4948,24,13,201
9881,28,5,213
5665,24,12,230
8704,30,11,241
9881,24,11,228
7529,37,12,262
6737,16,9,207
9058,38,7,238
9132,35,9,192
7173,55,6,231
6201,37,16,194
7882,27,5,243
6519,32,9,206
9480,32,7,245
9109,36,7,174
4975,29,18,249
8660,31,11,209
6708,36,6,217
5996,39,9,200
5515,17,4,207
4772,32,9,268
8975,44,14,291
5197,22,10,229
8207,16,9,231
4719,35,16,207
9491,31,11,211
8149,30,11,287
5562,28,7,240
6488,22,10,236
4020,35,12,262
9205,34,10,216
4291,25,9,230
9899,41,11,200
7788,20,12,214
9260,31,6,200
6374,27,13,249
4414,26,12,256
8031,33,11,237
4968,38,14,208
9619,27,12,186
5262,40,12,263
4606,34,12,208
6945,24,13,263
7480,26,11,239
7500,40,13,235
8672,31,11,227
7083,32,9,221
4405,27,8,250
6787,30,11,241
5367,9,12,245
4937,19,7,233
5385,35,14,253
5119,28,9,214
4611,25,14,243
7441,41,11,230
7388,46,11,213
9514,41,9,220
5035,22,8,223
4062,27,11,263
4555,41,3,232
4354,38,12,245
8254,34,12,260
6427,50,8,224
7908,36,9,242
5094,27,9,194
8980,24,9,233
9633,36,14,204
6812,36,6,226
8953,47,10,266
8628,34,7,234
5126,46,11,221
5368,31,11,235
4439,45,6,225
7607,32,9,213
6993,20,15,232
7108,34,17,227
6718,38,10,241
7251,34,13,263
8430,37,6,251
8922,40,10,263
6973,23,14,222
4739,22,12,248
6607,34,14,239
8358,29,7,220
8506,29,9,247
4827,25,10,194
9771,29,13,231
8548,19,6,231
7231,33,9,220
7555,37,11,237
9626,31,6,245
5232,38,9,204
7765,29,8,188
8336,32,12,239
7100,26,15,247
6751,33,6,236
9437,39,11,228
7948,25,11,256
5565,24,8,256
6705,25,13,239
4757,39,10,257
4859,26,6,219
5918,33,8,252
7893,38,10,239
7322,28,17,242
8391,32,13,234
9231,27,4,266
4400,31,14,232
6518,51,11,246
6102,27,14,226
6199,34,10,233
5345,26,10,222
4030,40,13,225
9660,29,14,227
6147,22,10,217
8251,31,7,244
9715,34,4,258
7457,38,8,258
6794,31,6,217
9526,30,13,251
6786,32,14,285
6251,35,13,260
4589,45,10,259
7947,33,10,221
5559,37,11,221
5706,51,5,273
4154,22,9,219
6939,14,12,235
7259,17,11,262
5423,26,12,197
7754,28,13,211
8139,34,10,238
9240,43,14,214
4862,34,17,261
8340,27,10,245
9321,37,15,250
4773,30,15,228
4040,22,13,235
7448,43,13,217
5841,37,16,241
4637,24,13,230
8744,17,14,264
5927,25,5,236
6410,26,11,216
5209,39,11,253
5497,29,5,215
8193,24,10,229
6617,32,14,243
4515,29,7,228
5319,18,10,206
6298,40,17,271
5459,43,6,235
8104,49,5,244
6548,26,8,246
7368,30,12,216
5256,20,3,234
8870,31,14,219
8005,43,8,227
5186,37,12,231
6976,42,12,259
8202,33,4,237
4893,29,14,239
8773,29,13,244
4372,34,11,228
9319,24,14,227
4310,39,8,227
7136,35,10,208
7795,25,6,275
6220,27,16,233
6152,33,11,253
7978,46,9,230
7535,36,14,233
4513,34,10,265
9889,21,11,266
4686,30,11,242
5211,32,12,239
4621,15,8,203
4012,31,9,219
6522,27,9,250
9826,28,5,239
9291,22,11,228
7468,25,11,234
9741,37,17,247
5584,23,13,249
7765,33,16,222
5785,28,9,213
7526,35,14,236
4876,34,9,219
9342,28,11,259
8039,49,14,238
9719,28,17,236
7575,23,8,232
6180,33,10,217
5286,28,10,226
7717,44,0,226
7678,26,13,259
6819,16,3,227
7953,44,9,237
6654,43,9,269
9035,49,6,240
5816,32,16,213
8315,15,13,219
6386,38,10,247
4991,42,10,248
4992,39,9,228
9140,29,11,254
7696,45,10,185
6776,36,11,200
9555,24,8,223
6246,52,8,205
7755,40,5,243
4997,38,9,211
8435,38,12,259
4911,27,11,233
7036,40,14,198
4482,48,12,232
5220,42,8,257
6555,29,11,226
9026,39,11,252
6434,41,12,241
7530,28,10,266
7076,48,11,232
6202,31,5,215
8987,34,10,214
7131,35,15,234
9200,33,9,254
4142,34,6,224
6477,50,13,215
5613,36,8,271
6295,23,8,225
7181,45,9,234
6824,37,12,192
5809,30,6,253
5613,31,9,218
9403,42,7,235
9460,22,11,232
5197,31,12,210
9933,37,15,223
4399,25,16,262
6658,27,0,206
6132,41,9,228
9517,46,8,231
5714,15,7,229
8986,29,10,229
4361,34,10,238
9270,37,6,226
8807,44,5,234
9790,40,5,252
7289,25,9,208
8108,22,16,230
4452,38,13,230
9107,31,13,245
4287,40,8,247
6028,30,14,205
4564,33,8,224
4046,35,10,227
5678,30,10,228
6282,14,15,211
8020,27,5,236
7951,30,15,274
6049,35,13,193
5228,43,8,229
9400,19,7,229
7727,41,12,217
8213,38,11,205
8887,40,9,250
4414,40,9,245
8560,31,12,258
6174,28,9,235
7704,42,14,227
5647,34,11,239
4225,37,9,243
4077,31,13,222
8089,35,9,232
6632,20,10,236
7152,22,12,228
5194,39,10,214
5542,36,6,190
5325,24,16,224
4614,31,11,236
7928,37,7,242
9494,36,16,228
5251,22,7,262
9306,27,10,227
9708,26,13,226
8002,44,15,236
9234,31,12,230
6471,41,13,229
8404,30,11,244
8491,29,9,219
7266,38,9,245
6775,20,9,223
8203,27,12,246
6210,32,6,239
9283,26,15,240
5256,42,11,236
7872,46,12,254
6513,40,12,264
6917,31,14,252
4388,27,14,219
8834,32,11,231
5940,36,7,235
6823,25,8,237
9688,30,12,234
4309,39,18,203
9673,19,11,212
9345,36,12,243
9625,33,14,190
5040,36,9,221
7950,29,6,240
9557,33,11,227
9340,35,11,233
8265,34,13,256
9845,28,9,258
9206,25,9,211
5129,28,11,209
4809,39,7,239
9442,35,14,235
5240,23,9,253
8867,22,3,236
9653,33,7,238
6338,31,12,254
9324,23,8,192
6960,17,8,239
8258,26,7,238
7252,43,7,216
9533,24,2,254
4950,32,9,227
4156,33,9,222
6662,29,16,205
8341,40,8,235
5032,37,8,212
6079,33,11,253
8918,41,8,219
7070,39,12,218
4999,39,10,230
7264,28,11,241
4898,18,9,216
7227,33,12,255
9817,37,13,241
6751,29,10,227
7864,30,7,235
8391,34,4,216
8078,19,11,273
7858,27,12,208
6957,11,9,240
6319,28,9,257
5344,49,5,254
8377,8,8,245
4594,38,12,197
8681,32,11,207
8066,46,9,237
5016,30,10,245
7979,26,10,224
7122,37,13,270
9928,35,10,208
6669,26,8,225
8118,33,11,294
5949,24,15,197
8654,28,13,201
4952,29,4,228
5069,17,8,231
7091,34,8,231
7658,20,18,221
4161,31,12,273
5857,30,10,256
5551,33,9,225
7678,18,9,215
8642,46,11,236
8127,30,10,243
8527,39,14,243
9392,27,5,207
7422,21,6,235
5702,48,9,202
6681,30,8,256
6926,23,10,220
7055,46,7,239
4155,33,10,244
4995,36,10,203
4575,22,11,226
8573,43,12,224
4074,28,10,227
7182,28,8,212
7819,26,15,196
4180,36,11,238
7954,39,13,215
5978,38,11,234
5329,42,11,239
5540,42,8,234
6554,42,14,226
5131,42,15,250
7002,17,9,258
7735,14,13,205
5501,34,10,228
4869,20,11,214
8658,28,9,231
5432,31,1,259
6335,43,8,246
4430,33,5,228
6911,33,11,228
5501,21,10,246
9779,29,9,238
7381,35,7,237
4777,33,9,223
5219,32,8,224
7791,26,9,269
9169,34,17,217
9531,27,7,226
8580,24,8,249
8587,15,15,207
4614,31,14,223
9059,33,5,266
9837,29,4,218
7689,31,10,242
4493,39,12,190
9424,32,7,228
7738,33,9,233
8647,32,10,245
7008,27,8,233
4269,32,5,246
4923,48,14,246
9177,37,9,221
6145,31,8,259
4203,37,12,217
8135,31,6,206
6404,27,5,223
5357,30,12,211
6611,25,7,256
9056,36,9,236
9991,23,17,284
9103,44,14,272
6119,28,13,244
9688,24,9,181
6520,30,5,231
7531,26,10,241
9081,24,9,258
4956,35,-1,246
7816,27,11,231
7983,18,11,228
7603,23,10,238
9437,43,11,216
4179,40,11,247
5641,42,16,231
5010,29,5,257
8217,32,7,220
4653,33,12,249
7559,37,10,248
7022,35,7,249
5071,26,14,239
7254,42,11,229
7937,36,12,216
6293,47,13,234
9664,45,12,247
6530,28,12,262
7259,38,7,236
7781,15,7,248
9884,33,8,268
5903,36,19,246
4675,48,13,251
9046,26,7,260
7219,42,8,246
8170,26,8,219
9001,32,12,189
6396,31,4,259
9310,52,11,264
8728,29,7,234
6388,32,9,196
4305,24,10,226
9384,21,13,202
5943,25,5,247
8620,22,12,230
9015,27,10,252
5811,25,11,248
5506,26,17,246
8641,32,9,239
9235,40,14,233
9519,33,6,250
8369,41,10,244
8569,22,7,232
8673,39,11,231
7074,21,18,207
5597,23,6,224
4560,37,12,259
4028,23,10,210
9225,28,12,208
7334,28,7,240
7414,37,7,217
5553,36,5,233
7165,40,10,248
4743,33,7,215
5328,18,7,244
4605,38,10,271
8535,32,10,231
9867,31,13,225
4739,49,8,243
4426,41,10,241
7631,29,13,229
5974,44,5,232
6029,25,10,241
5232,22,10,235
6541,39,12,241
7593,36,5,218
9109,38,9,236
9411,33,11,251
6922,26,9,249
7716,22,13,232
7462,20,8,214
4879,43,10,238
7879,31,7,216
9705,38,13,229
4027,42,12,245
8289,36,17,241
6049,39,12,255
4548,21,11,177
5522,30,16,221
8055,37,8,250
4633,37,9,264
6784,37,6,199
5024,37,4,208
6390,35,8,252
7224,36,10,218
7097,26,10,237
9035,33,12,236
8361,12,12,255
8530,40,8,252
9347,23,14,215
7362,46,9,234
4880,36,8,250
4080,25,4,240
4945,30,12,249
6814,30,7,229
9651,28,8,271
4138,16,16,225
6127,44,1,269
9410,33,5,261
7280,28,9,222
5482,19,6,227
8873,41,9,242
9252,41,7,219
6691,28,5,255
8448,22,11,235
5521,51,8,289
6518,35,9,230
5490,31,8,259
8511,17,9,232
8832,31,7,230
7163,25,8,228
6190,16,6,269
7223,31,9,234
9296,25,8,217
7366,28,14,267
8064,25,11,230
8160,29,5,268
6277,34,11,218
6480,31,13,200
7382,26,5,237
4292,37,18,255
7981,33,10,223
9321,33,10,215
9562,45,12,257
6119,26,9,231
8415,29,10,206
9428,21,10,240
6251,24,10,253
4931,28,4,230
9756,35,15,246
9958,42,13,221
9684,28,9,228
9672,19,15,184
7333,36,11,239
8403,26,10,263
7433,41,13,255
7802,31,13,221
9372,43,10,246
8731,27,10,219
4875,35,7,225
9814,37,7,225
5467,32,11,261
5467,34,11,196
4365,37,10,242
5826,34,13,238
8289,41,15,214
6449,46,17,223
4157,43,9,251
4040,41,10,219
6505,25,1,246
9685,16,9,242
4765,25,10,255
8301,22,7,241
5727,33,15,219
7164,45,13,213
9291,25,12,259
4894,38,11,247
5552,37,10,243
7071,30,6,210
6593,18,10,266
5163,33,10,257
4512,36,9,254
5076,41,9,250
7155,40,10,228
5499,30,11,199
7587,43,9,265
7387,34,14,268
8802,40,7,225
5786,39,6,236
4129,40,9,264
7161,24,12,214
5997,37,13,207
6490,31,13,238
5060,39,9,261
9303,44,9,224
5982,33,13,248
7701,40,11,209
7547,27,13,232
5521,28,10,228
6798,39,15,254
5545,35,13,210
6797,24,10,239
7169,39,8,259
4580,30,7,195
7921,35,8,244
6417,24,9,220
5958,25,7,237
4462,18,7,221
8788,26,16,272
4720,43,15,219
5735,56,6,225
4818,40,6,217
6709,40,12,206
9776,22,10,279
7321,38,7,211
7919,40,14,237
8337,32,11,178
5085,44,13,214
5567,40,13,208
7637,25,6,266
4235,31,9,235
6817,43,10,271
6316,26,10,202
7563,39,7,237
7364,32,17,225
4875,32,2,261
9223,44,10,257
7386,28,10,236
4292,41,4,230
7610,22,12,198
5622,33,7,243
8686,29,9,230
8366,21,8,249
5245,37,13,247
6648,43,10,261
6622,25,6,232
5199,31,12,251
6080,35,12,233
8382,28,10,269
5670,28,15,261
8742,23,9,250
8737,36,10,241
9203,31,8,275
9093,28,13,234
4410,22,12,226
5222,31,9,220
7902,31,12,230
4972,32,7,217
4409,37,12,198
7793,33,4,223
7434,46,10,243
7134,34,9,249
4492,27,2,199
8871,15,12,254
4843,33,8,255
7808,34,14,208
9016,28,14,231
9067,51,7,239
4667,21,8,243
6800,26,14,208
5141,34,9,230
7308,24,12,209
8010,24,5,213
7850,37,12,247
6061,32,6,239
4643,34,4,272
9186,21,9,261
7859,22,13,224
4725,33,8,224
6129,46,7,236
8934,39,12,234
6581,55,8,232
7261,22,6,235
8997,26,7,242
8363,36,12,238
8894,28,7,227
8427,21,9,272
7826,45,12,204
7380,25,10,239
4931,22,13,249
9910,28,12,212
9072,25,5,222
4090,41,6,246
9643,32,11,210
9608,44,9,239
5825,18,11,226
7798,28,10,250
5863,24,14,241
9174,30,7,244
4365,38,12,232
8102,20,9,254
8242,45,14,239
9439,29,8,222
4135,35,9,239
4924,24,9,193
6979,61,13,227
6954,37,12,254
4296,43,11,234
6383,36,7,209
5557,26,8,228
5539,26,13,181
5494,27,8,207
9120,37,11,222
7858,38,13,209
4096,21,14,242
4067,35,14,212
7842,31,12,240
7202,28,13,215
4657,26,12,225
7634,26,11,224
5552,49,12,267
8382,6,9,226
8679,26,8,246
4257,36,8,243
5762,29,5,215
6922,22,11,259
4373,47,12,238
7691,39,14,224
6874,32,2,260
5323,27,8,233
5289,37,5,245
5423,39,9,214
6746,30,6,239
5046,30,12,218
9548,30,13,268
6423,35,15,270
5388,27,12,228
9796,24,10,206
7590,32,10,257
9215,31,4,248
5812,26,6,225
7125,37,9,238
7984,31,11,217
6094,25,10,199
4262,47,8,255
6214,35,16,221
6572,31,7,192
4979,28,11,278
9211,31,11,250
9000,29,12,213
8983,31,10,218
5429,37,6,232
7371,23,7,231
8889,21,6,229
8769,27,5,247
6515,18,10,201
4269,38,8,239
4673,24,7,244
4939,44,8,221
6884,42,6,256
8234,33,19,246
9130,40,8,250
4884,32,13,246
5224,45,13,217
9681,28,8,190
5460,29,6,218
7278,27,14,190
8411,12,11,267
6980,32,11,234
7824,27,14,210
4775,47,11,222
5690,41,11,227
6949,31,11,211
4139,28,14,211
7952,23,4,246
6790,32,10,259
4984,34,11,250
5736,29,14,217
8405,39,10,240
6684,39,9,238
5989,51,10,232
5928,40,14,230
6715,30,12,257
4053,38,6,273
7677,35,11,264
6173,27,10,232
7070,31,10,197
4007,29,10,215
8186,46,12,241
7329,39,11,245
5982,32,10,215
7054,40,14,243
8808,38,10,249
5447,47,12,234
7875,26,12,237
7889,33,10,246
7097,29,7,240
5651,43,9,235
5160,19,14,246
6117,29,11,237
5759,45,11,226
7063,34,8,238
6666,38,9,241
4598,27,9,204
9347,23,12,249
7344,34,9,231
6858,35,9,236
7213,20,12,234
7720,26,16,264
4846,44,7,232
7859,30,8,250
6243,19,5,236
8267,24,13,218
5514,48,7,194
4033,24,7,235
8847,23,14,267
5328,35,8,262
6895,35,12,285
7101,27,14,249
8636,26,12,251
7208,35,11,221
7393,48,11,247
7450,31,8,273
8862,38,8,234
8647,36,13,233
9697,22,9,235
7067,35,14,241
8539,31,15,239
8245,42,12,235
7800,32,14,203
4675,36,8,250
9728,43,13,241
9888,36,4,221
4697,31,9,250
9374,21,7,216
6889,39,7,218
9869,26,10,221
6280,36,14,263
5388,42,5,244
6864,32,10,252
8066,43,9,221
8773,33,10,240
6662,47,12,245
9570,36,13,206
8102,31,8,251
8783,28,11,244
6556,25,7,166
6292,32,7,227
5170,42,6,204
6829,43,11,255
9589,33,10,208
5511,21,11,207
4433,40,8,253
6184,42,9,220
4321,31,17,252
4628,36,6,256
9190,24,11,272
7409,26,12,241
4121,26,12,197
5703,36,9,207
6198,47,6,234
5997,40,13,245
5992,35,7,245
7059,29,9,232
9843,27,14,274
8604,34,10,191
9574,26,12,168
5871,28,15,262
6658,44,10,261
5516,26,14,264
9465,41,9,214
9760,34,14,237
7119,40,8,242
6377,36,12,270
6250,14,6,268
4436,25,8,218
9018,34,10,237
5159,28,16,236
8009,24,9,236
6992,16,7,259
9837,24,13,230
4259,42,8,217
9113,26,12,238
9029,35,9,218
5778,22,9,223
8924,27,6,233
7132,32,5,229
8463,23,8,226
6354,22,13,218
4903,32,7,214
6619,46,14,224
9026,13,10,242
6431,34,15,203
5297,27,12,245
8039,29,15,242
4530,17,12,188
8382,43,1,233
9282,39,12,249
4439,42,12,230
4812,37,8,223
7917,27,13,203
4263,33,8,231
9441,15,10,240
7393,26,6,216
6098,39,9,238
5234,29,10,215
6571,37,6,252
6316,30,9,196
4447,43,12,252
6653,25,11,214
5753,39,13,248
6945,44,15,229
5433,37,10,211
9250,39,13,208
6447,34,11,233
8664,24,12,222
7157,45,10,243
4827,22,9,226
5638,33,12,240
8201,32,14,243
6104,27,12,219
5280,28,6,225
9279,21,15,227
4566,34,4,205
5859,41,9,201
9263,23,8,227
6138,8,7,252
4338,17,6,281
7980,55,14,252
5502,28,12,198
4847,44,12,234
8500,40,12,231
6268,32,15,212
5776,46,8,225
5522,47,11,227
4887,42,12,213
7003,44,13,232
5382,31,13,240
8378,37,12,244
9017,46,15,240
5347,32,10,216
9853,20,10,209
7555,24,5,247
6790,32,11,235
4642,31,13,261
8258,25,9,239
5927,37,11,207
8448,24,8,210
