Store,Container_404,Bad_Subs,Nil_Pick
3077,23,6,75
67725,71,10,339
76258,25,18,399
29515,65,30,31
68014,45,15,91
51060,72,15,140
29389,28,4,277
30967,36,20,184
27725,70,26,306
80015,75,7,298
80585,42,25,158
23342,58,16,287
25884,11,38,246
51026,59,6,287
67467,57,31,110
30215,9,40,337
81193,21,50,66
86297,23,44,356
43611,21,18,450
20252,19,26,240
99249,30,33,21
33614,57,21,53
91034,34,10,332
56502,32,11,68
66532,49,7,308
4122,7,15,177
28258,51,12,240
23445,34,43,282
70304,16,4,140
7486,70,12,355
69071,31,50,359
48940,32,44,82
37832,56,9,445
97679,9,48,438
92919,49,24,149
76325,13,12,66
9985,46,2,385
83570,73,32,351
70286,39,44,328
42345,72,50,425
49110,31,18,263
37044,20,22,333
1545,36,39,81
45289,66,15,318
48991,42,32,107
98187,23,44,126
64498,22,27,81
91237,26,22,162
19497,7,16,79
27,30,22,264
18707,62,7,172
95539,29,27,20
74533,24,14,323
28618,50,44,291
52361,59,24,68
9528,10,34,147
22396,39,22,406
59136,23,35,197
17035,75,19,341
90323,7,15,177
17121,30,22,448
78983,44,1,386
31151,55,47,99
64284,21,50,208
11785,5,2,265
98871,16,3,60
23727,29,12,72
27478,48,25,160
91253,44,33,71
25975,7,44,142
23346,46,27,274
36880,55,9,409
44532,10,20,100
29812,71,50,420
5127,32,14,271
47562,73,16,431
13360,36,42,297
69138,34,40,430
69763,47,34,61
92460,48,34,116
91330,58,28,337
32365,11,20,302
77836,21,33,380
77350,35,3,340
99795,12,33,364
656,8,26,267
34938,34,35,383
24432,16,28,31
71692,54,30,371
85261,73,13,390
13074,66,37,82
30606,57,15,52
48788,45,8,217
99089,75,10,239
55541,54,16,245
59101,10,41,450
53903,25,37,39
61510,13,14,349
73776,25,10,64
54139,21,39,49
52029,72,35,333
41862,40,44,411
8356,51,9,94
39943,66,40,410
44936,52,8,252
69681,29,10,436
69521,28,30,228
38494,27,16,323
7818,42,30,300
71816,60,49,51
61281,71,23,373
37980,24,18,46
28194,30,18,425
67082,42,27,383
14760,73,37,203
90976,19,41,43
55747,17,26,66
10098,44,24,431
13392,6,21,437
47215,27,15,129
87061,67,26,69
53117,69,21,245
5310,20,25,305
25742,19,36,417
14798,29,1,142
89891,53,11,384
95791,73,13,46
92359,54,20,113
47795,25,34,324
45560,43,48,253
35049,29,4,234
37097,69,32,287
13678,12,2,303
87179,34,3,53
56592,20,4,262
96811,51,6,282
83827,65,5,76
92672,55,22,421
84117,45,8,33
8597,38,30,45
87787,24,37,332
24818,67,16,363
68571,42,24,197
35556,20,30,65
2673,27,18,257
98657,50,27,394
72143,65,18,377
47568,46,33,180
62960,41,14,212
22564,34,6,65
39149,34,2,381
26655,75,44,348
36413,10,45,455
27002,36,16,383
58272,67,24,169
5354,36,26,72
70765,41,49,333
15893,31,21,441
88457,36,38,138
15252,33,9,83
49980,35,13,363
17380,58,32,296
75166,73,34,430
37716,24,29,292
38826,10,12,294
60176,24,15,190
68534,21,6,212
45648,42,14,288
44900,15,50,341
58760,22,27,425
46755,47,38,292
90045,7,7,97
77921,45,28,75
94136,66,38,407
54294,49,43,77
78827,40,13,420
68457,23,5,255
94555,40,37,176
31232,30,3,458
60692,37,37,244
72849,52,3,253
23168,53,20,291
15060,11,37,159
15577,40,7,355
58652,37,40,452
99476,74,10,278
11827,21,1,441
40225,72,47,122
8237,27,41,197
78507,29,8,130
13913,51,24,285
90972,42,47,414
69626,75,49,106
50155,48,19,57
25964,6,25,169
32519,57,4,146
69537,49,13,72
19968,17,12,320
86888,44,40,370
40257,16,6,29
31486,33,43,273
1629,72,34,269
91857,41,45,177
80017,68,45,95
965,57,19,51
72975,15,28,96
47971,52,31,395
66787,65,24,279
35590,52,44,110
28884,58,38,431
198,8,12,212
97213,66,33,164
8095,73,45,313
39268,17,10,256
21015,56,5,337
48281,23,43,282
36498,42,43,454
45791,71,47,151
69972,75,40,191
49755,7,50,451
51000,71,28,57
43127,36,34,375
22135,56,41,367
76923,34,24,111
18695,19,6,206
1428,70,31,116
39884,23,33,68
55298,43,31,162
63112,75,4,55
34519,30,44,138
67247,28,15,203
27978,20,42,46
18835,5,39,229
28339,31,20,40
68804,26,3,187
64494,59,33,375
98681,31,42,126
60826,32,35,156
74189,20,33,392
45588,26,50,105
10310,11,25,357
49654,70,9,280
64419,11,48,164
59991,26,21,24
87236,14,40,345
6492,67,28,376
78579,34,25,41
25352,45,30,118
40202,41,5,422
1332,59,7,31
72226,32,48,414
23933,41,9,229
3251,9,33,440
49633,72,22,228
75340,75,1,441
5381,49,33,58
31010,26,32,387
22974,74,44,28
82237,29,22,80
99216,25,30,197
4998,74,35,173
77528,41,19,114
72276,27,36,364
1048,39,35,457
33980,44,14,318
47602,53,3,231
56548,60,45,46
50351,15,37,35
12552,41,12,299
90024,12,44,112
21549,67,14,416
5695,38,29,237
8416,55,5,359
25042,31,15,369
51532,70,41,161
49276,71,38,407
90801,31,28,326
69436,23,48,228
88668,21,39,29
77790,39,26,458
59872,18,49,416
44221,49,49,362
9859,31,28,449
67265,16,30,435
99180,11,29,22
74024,46,12,66
57798,57,37,222
58374,6,49,262
67099,23,30,250
11634,21,9,323
49207,25,23,188
13084,51,35,123
20175,38,37,192
71738,69,13,189
29896,22,39,67
30838,64,13,429
11720,47,45,450
65392,44,15,365
84493,42,43,360
77348,55,24,397
27099,57,17,399
98727,29,9,45
50441,48,28,123
768,71,27,319
13825,63,22,105
98669,21,44,149
97960,34,49,240
70692,22,45,422
36165,42,44,227
17028,60,17,156
98078,13,12,209
60003,29,13,438
78041,14,10,327
97108,22,25,294
33728,39,30,145
1254,68,7,157
40791,26,33,443
29491,49,42,46
76277,14,40,169
51753,34,40,430
7497,24,19,435
44618,52,11,162
83826,37,34,43
87424,48,39,456
56502,56,8,425
99882,24,19,92
81930,10,31,213
48511,36,2,372
31343,62,31,112
40592,60,41,318
33495,9,10,339
26947,9,30,146
524,25,25,201
35006,75,5,406
30982,10,4,53
33324,19,13,224
5403,13,16,333
86192,60,48,418
60483,57,33,249
96305,15,33,440
53905,47,20,459
94505,39,22,97
36068,71,6,97
33169,17,39,206
32895,20,27,400
95751,11,2,374
11259,37,33,111
591,71,32,56
19765,40,49,38
39511,14,31,397
38819,13,42,117
20244,73,19,373
55064,43,34,250
98151,23,44,231
6315,74,9,438
66125,10,40,117
68427,60,37,42
60062,72,6,327
8902,54,43,271
7553,74,5,394
39319,72,20,407
43678,9,9,161
52399,19,9,348
85740,8,44,425
5077,13,32,108
30746,6,29,125
16592,17,46,367
87891,73,15,88
39154,19,11,373
51415,44,2,211
63121,67,45,282
1314,57,6,307
41283,13,2,201
1672,62,42,339
42804,61,26,52
28652,25,26,285
73587,33,28,215
79397,44,29,267
61931,36,20,371
50098,19,2,116
68361,46,8,35
39360,19,27,88
48987,69,33,305
78722,59,22,116
41688,27,50,379
5439,61,17,367
17766,57,40,318
84785,63,1,117
61599,49,13,120
16629,40,24,50
92528,61,40,214
34552,28,3,87
18181,38,28,37
42956,54,3,119
84780,51,29,36
16390,49,9,260
25188,35,29,79
84500,38,13,110
47,10,3,296
35116,51,41,365
14068,59,22,287
97087,58,12,363
77561,11,20,50
30067,69,3,321
10237,47,28,100
67317,30,13,320
34777,7,27,370
47993,12,4,36
2010,67,36,103
8094,41,44,460
12939,51,25,419
30440,5,11,245
61268,31,3,146
76101,60,26,148
5500,60,28,383
10790,24,28,326
64081,24,35,301
14798,69,44,405
55140,32,46,35
53028,30,23,146
56157,5,3,44
87903,41,8,421
56663,61,26,130
48207,52,40,120
51493,57,32,359
58640,68,36,150
77400,37,43,327
28075,52,17,334
32652,25,17,267
85944,71,8,80
64421,52,25,70
98774,63,36,421
63554,26,39,54
94809,35,2,172
16413,24,23,454
83819,31,17,38
14188,73,4,234
84664,62,17,264
24280,66,41,45
39993,45,15,431
89977,64,25,338
21137,19,13,377
69776,14,36,87
3629,46,43,90
30872,75,28,196
81606,75,2,312
95461,60,25,161
28397,55,34,247
64687,60,22,218
63756,62,50,352
62377,39,4,301
18829,15,26,32
9009,20,13,198
83299,70,36,409
39095,73,4,394
75371,18,22,392
85361,15,2,349
85417,51,45,79
91678,45,10,137
2983,13,49,436
61553,6,37,368
56735,24,39,423
14425,66,23,285
39387,66,49,87
63060,34,35,105
9588,34,41,226
41888,35,18,71
9948,18,48,208
98326,19,40,363
39616,25,39,256
32183,26,42,274
83783,43,8,351
41262,23,40,47
33653,63,14,239
16080,66,34,130
24423,47,31,398
56709,38,4,271
95835,63,36,243
30108,73,38,331
78289,8,35,115
78196,11,17,450
94274,23,31,291
51938,46,17,269
80538,12,21,42
26500,68,27,312
46367,43,23,108
34251,57,29,225
61312,46,46,135
39799,22,45,339
31952,33,15,26
44494,58,34,108
20974,50,4,63
41135,24,13,58
75134,23,10,247
51777,63,12,312
22351,70,15,282
53417,11,31,45
7314,29,36,253
69688,15,34,325
64303,51,42,244
10233,75,16,87
77251,58,10,337
49911,63,41,132
57076,15,32,368
27391,46,34,118
563,60,43,292
58064,60,3,442
63549,34,17,186
84818,8,34,211
75797,73,11,355
18357,64,12,313
19723,32,50,84
73280,44,3,268
84619,67,9,282
32897,48,19,359
39436,62,50,299
95332,18,2,423
45834,74,44,385
80745,54,27,114
21370,23,13,439
47351,60,3,282
86938,11,1,66
81721,46,28,399
8729,64,9,282
82021,33,15,92
62326,53,15,435
33405,45,46,335
95783,29,13,420
59156,27,36,422
16060,67,37,170
88059,67,23,388
47336,19,13,280
4646,68,7,68
47821,27,28,132
83879,53,38,295
58262,57,24,428
34891,9,22,172
44626,50,29,423
67422,70,11,103
40769,49,36,159
43013,12,18,304
40944,47,39,106
94364,67,13,292
53470,40,21,91
87567,14,18,318
31740,58,9,286
54507,57,27,48
93352,69,42,355
90078,66,41,199
29770,25,33,312
38443,24,25,149
15016,63,2,261
52202,59,11,354
4151,42,28,70
32255,69,19,345
23990,21,4,335
70817,25,42,343
17762,57,47,451
93813,57,25,365
60104,17,50,393
3570,21,14,68
7944,57,36,84
74691,50,39,359
70368,67,10,149
21461,11,21,218
39720,33,34,93
4976,41,30,437
66930,53,27,326
5816,72,22,213
71230,50,19,247
38477,59,35,161
17010,58,6,137
8329,69,48,88
30532,70,12,142
8208,65,47,62
43377,54,37,451
73802,66,19,64
75074,11,24,105
4332,65,43,173
83713,23,17,35
84316,75,32,441
24156,28,39,296
6507,65,28,457
11854,28,29,180
12274,75,44,392
60091,45,49,25
71422,50,9,244
84097,35,33,331
35756,27,42,106
76887,75,4,154
28618,19,34,350
28773,18,6,309
44949,43,10,370
51854,22,21,364
99109,51,42,87
61418,26,6,347
61836,6,49,314
13709,21,34,30
56334,68,22,120
94742,42,43,447
94593,70,25,332
57170,22,24,440
54438,21,4,250
23614,40,1,304
84878,30,29,90
17018,5,2,398
19134,26,34,216
598,34,29,403
36644,11,13,113
81190,8,11,139
32542,34,28,116
40141,37,7,134
77019,56,2,328
66077,44,43,160
58708,48,7,95
69387,9,37,384
92698,7,44,277
35339,29,17,450
75643,37,46,181
24899,21,44,106
61415,27,26,189
89569,40,5,141
70255,40,11,422
26028,68,18,183
5195,32,22,275
92425,63,42,117
55547,18,1,427
75223,57,32,227
5778,51,37,35
32898,21,6,46
79001,69,10,277
43263,57,12,151
68556,58,10,446
15278,29,15,402
44747,31,41,300
93004,54,44,261
68224,12,22,314
78537,38,32,398
71997,45,24,124
12250,29,38,135
13423,51,10,179
17350,53,37,118
34680,43,41,286
44446,47,16,321
10364,55,29,385
80448,21,21,211
73741,40,8,408
55689,56,24,444
62515,61,36,208
97111,50,29,403
8915,53,28,388
61907,6,26,427
60834,67,24,328
12486,13,25,436
32142,47,20,437
66008,59,50,76
64307,14,9,350
79257,42,3,216
78333,39,44,64
41835,38,14,104
53458,20,37,282
89512,26,29,63
43615,19,20,362
35619,6,34,62
22209,61,9,446
15469,71,44,72
28041,7,28,313
83873,35,8,120
96420,34,29,364
68052,19,38,245
23732,5,3,46
99714,54,43,383
30805,58,43,455
46304,22,49,81
67502,59,50,49
58851,58,42,265
98316,52,8,167
66708,30,46,149
34554,11,42,78
30123,23,36,58
12031,30,10,322
31931,65,22,153
76388,31,20,22
28705,37,24,397
94423,58,5,28
15976,52,33,20
15424,29,30,355
61951,71,49,355
31688,49,4,141
13981,45,9,294
52655,48,21,121
68600,46,25,140
7792,70,8,223
60447,24,12,388
57284,56,32,133
32241,37,29,371
90412,74,14,365
4446,10,50,163
20432,11,27,21
72369,57,43,312
38023,61,20,301
51869,49,38,154
34254,24,6,448
8069,20,49,37
63742,19,3,354
2727,55,12,193
62907,58,21,338
77910,24,23,292
71736,21,7,445
13708,30,11,448
90737,7,31,341
60965,14,7,195
57207,27,24,249
22822,19,26,52
16517,47,34,275
79638,24,2,384
89960,56,21,70
22414,19,48,110
9739,17,13,254
34897,30,16,381
60295,52,6,227
17271,14,25,142
157,51,40,271
19317,56,34,176
93660,52,31,159
84048,66,35,210
42275,15,18,175
96723,44,38,56
25031,58,17,31
12554,38,35,171
4068,55,1,192
40592,13,30,284
42285,34,21,233
92842,66,47,345
99031,26,4,228
22982,26,43,289
74640,24,4,68
72720,22,15,55
61825,8,50,353
21470,41,14,263
93831,58,32,68
69804,55,32,33
94958,48,14,276
61646,58,1,93
61550,26,46,445
31170,52,8,269
6451,34,32,64
81435,16,1,109
6810,15,37,248
74953,36,26,320
45347,10,38,429
85250,21,11,216
37917,9,48,310
30886,60,13,351
69348,12,36,436
81841,12,25,61
96852,73,50,94
38196,39,22,194
86385,14,24,86
16815,33,45,344
61343,47,1,196
97295,15,1,309
78621,42,11,109
75377,72,17,140
33479,24,44,208
64517,33,49,453
17568,52,14,330
53959,53,17,315
66301,48,38,284
80465,41,28,87
82364,47,28,352
27414,64,38,316
99354,38,40,190
48557,5,19,441
36881,50,11,47
18153,54,12,357
53128,18,27,388
28603,42,36,414
82184,25,26,136
85433,13,4,140
44766,42,31,402
91485,65,38,238
3205,19,14,329
54453,59,5,48
58197,11,30,375
23571,14,19,189
58290,70,15,183
76665,49,50,21
21588,19,43,124
88155,65,19,247
67310,75,8,402
11820,71,5,150
40181,10,44,452
39568,75,3,312
20188,8,45,354
15262,22,44,246
31544,16,19,68
21054,53,3,437
55311,71,6,67
82652,49,30,371
21820,75,8,403
60031,31,6,365
82071,33,20,400
71320,28,42,114
75669,8,2,72
55069,41,17,376
96750,59,42,108
57525,12,31,162
49843,68,36,267
68588,8,20,198
58382,6,13,316
7758,14,23,339
57414,53,22,291
4759,69,18,98
31557,26,43,163
14515,59,19,45
31603,68,7,236
92886,12,29,405
62600,49,49,172
37348,53,6,98
16559,45,30,235
17367,71,21,38
14802,10,9,221
37592,37,3,63
17536,15,30,416
93894,6,33,343
33221,12,20,310
86811,30,50,73
82080,20,39,172
59676,14,22,420
44698,62,48,445
95966,53,19,134
87239,57,11,91
26628,18,37,334
99677,32,25,151
29958,56,39,240
14060,70,50,268
5158,41,8,155
15788,5,44,120
67882,41,14,222
78574,27,37,159
7660,26,31,343
39142,12,7,391
55622,49,21,320
22741,5,6,414
35903,61,50,241
72514,65,45,71
8864,54,4,101
80881,49,7,305
351,59,25,428
13471,5,20,361
65957,58,11,221
3137,5,23,238
69239,66,40,271
72017,23,8,419
12662,68,31,166
10371,38,35,179
32519,35,35,249
22434,26,4,455
64462,68,26,325
59642,26,2,144
17868,56,26,266
32987,46,11,210
83094,25,29,157
51241,20,50,67
6684,10,20,98
26347,75,19,27
93264,47,19,430
216,30,27,166
83247,21,41,211
75018,67,10,128
27356,20,30,60
72554,29,5,448
74353,26,30,238
23659,58,41,246
30595,54,10,340
53129,49,16,95
31821,17,18,322
26304,17,48,57
39913,21,28,331
98939,48,31,123
30151,12,16,369
91024,13,24,302
8814,11,39,404
74547,45,49,367
73354,10,36,211
96152,17,36,282
95864,13,3,418
35803,30,22,160
13642,46,10,26
28030,30,1,184
90428,15,39,80
38029,58,29,50
30986,48,10,239
86936,35,10,261
18182,45,25,235
90492,32,3,69
71767,51,36,159
64674,20,47,388
71003,12,5,135
58784,7,34,153
83512,25,16,427
31114,20,29,246
39983,21,19,374
28611,60,22,128
83878,40,21,144
68613,53,42,411
24161,61,41,194
78108,63,20,433
24069,73,50,392
38395,6,3,403
70274,34,44,426
29223,26,3,204
94450,38,26,188
43746,57,20,198
9763,66,46,427
61400,68,37,213
43737,53,3,393
47527,28,31,151
86615,7,31,358
10942,29,30,154
34500,38,31,314
76072,32,50,45
90226,7,36,176
5536,15,35,446
27969,35,47,291
81833,46,27,263
85050,46,48,161
50100,24,16,224
9668,39,11,35
86887,23,1,333
39117,7,28,121
20247,11,35,94
34944,50,46,373
35567,67,8,366
56937,25,12,310
94898,18,43,324
99586,7,22,121
22745,5,7,106
72300,58,2,313
98685,54,12,157
67985,38,42,101
73390,54,18,52
70484,57,22,402
3685,21,1,145
45705,25,6,65
63583,72,35,243
57508,49,30,88
62909,5,4,303
45612,14,27,29
95933,28,46,259
53683,53,20,360
56753,31,44,103
49043,54,45,332
800,32,12,399
48056,10,34,296
8787,23,12,61
70752,30,6,196
81529,62,16,160
11859,63,45,274
53111,8,29,79
8388,13,34,418
98577,63,35,159
35818,65,49,176
34414,70,38,234
64223,7,40,343
43169,30,10,397
33682,67,44,30
58003,48,33,79
68265,63,23,210
7190,52,2,130
21263,11,32,173
64481,28,49,306
258,74,34,39
73638,61,12,148
37433,43,25,108
5454,61,12,416
37555,68,17,205
75373,47,12,117
10304,73,3,249
40342,32,36,22
38498,52,48,212
73353,70,16,29
33540,10,46,72
36814,73,12,128
88507,48,32,126
21511,67,3,136
35717,59,5,362
10057,62,28,437
93977,21,46,20
69215,50,21,121
32613,36,9,181
97471,25,12,68
25381,58,24,329
97923,10,26,138
79556,57,47,318
87183,26,38,74
51413,64,46,131
22626,41,13,224
93389,33,39,30
77803,14,5,292
27730,63,5,181
66735,27,1,294
93687,14,42,372
24274,60,25,200
36296,8,7,295
87057,14,21,436
82859,67,17,131
23987,16,19,91
22686,63,37,333
20805,69,27,21
26535,19,47,310
49866,34,27,214
12216,20,7,21
89638,54,8,80
91441,53,38,257
63303,6,36,335
48510,14,33,458
21002,30,41,181
57411,36,47,382
14348,37,15,359
42982,47,45,379
53747,64,12,68
3278,56,36,201
46944,53,6,138
96814,35,15,433
18507,61,7,309
21324,27,32,57
9461,25,42,184
42205,39,30,262
35272,51,4,431
4610,68,33,206
90897,17,43,347
73765,46,12,320
55422,40,49,414
82276,64,10,166
81014,25,11,151
23897,65,4,261
63649,56,22,229
65717,33,47,169
64301,52,47,36
64714,21,23,95
75099,20,47,413
51892,9,41,401
31168,46,32,276
69594,65,17,278
57628,50,44,218
46686,53,10,460
86005,48,37,27
70884,11,20,149
39875,5,45,129
44478,72,13,360
27359,27,36,450
93696,35,7,292
81888,51,28,144
42918,66,32,190
49938,27,11,400
29397,21,17,54
92921,46,28,458
72482,20,21,123
24354,58,26,133
54106,16,10,292
53578,30,23,131
44504,47,22,196
35552,62,43,404
40399,40,42,369
41915,14,20,36
48064,36,42,218
19948,12,16,435
28604,65,45,112
44934,38,19,164
48048,49,43,451
27154,74,32,253
9939,18,36,352
16377,39,36,314
78673,17,25,458
14682,18,33,174
39982,46,36,327
94908,28,8,176
51362,28,41,54
78130,11,27,156
84785,29,26,96
55322,27,48,331
37505,67,49,122
73095,24,33,258
20560,67,39,73
85033,66,19,54
57631,24,7,339
87808,51,5,138
40289,56,47,194
35061,40,8,121
83896,35,4,159
73144,12,32,441
88706,17,35,368
72293,29,24,388
57751,22,1,296
22705,57,26,155
20901,41,9,363
9723,25,41,78
14065,15,26,377
6677,24,43,387
34486,29,43,21
96269,30,11,376
50019,47,15,230
70272,11,37,218
4676,36,18,142
19195,36,14,130
17998,54,22,29
99096,28,25,155
50010,71,28,84
11167,21,1,314
23580,74,14,218
6475,5,20,252
53011,48,48,26
65142,38,5,310
99460,30,50,209
25696,29,12,453
17185,25,32,162
96805,24,45,127
39537,46,18,98
94573,31,36,332
79884,39,1,221
97648,46,1,149
54301,44,10,293
60743,13,27,34
27100,19,29,241
24315,23,47,449
84504,23,18,287
83150,5,42,123
55832,48,3,373
58609,48,12,102
10306,22,33,102
78255,63,50,323
27038,73,17,211
53583,8,1,249
49915,14,24,326
66166,41,41,218
91311,43,22,356
71208,60,30,177
4786,7,36,390
28720,36,40,430
46055,41,26,232
362,25,47,269
53209,31,11,36
19235,28,18,108
78952,49,43,240
37992,55,46,431
4484,21,22,24
90771,34,15,211
28505,30,7,159
77314,21,47,197
54644,22,12,166
91520,41,6,433
80573,25,41,342
70095,62,1,101
52634,18,43,21
25212,45,47,38
187,33,38,107
89037,41,35,351
7067,60,24,104
32808,32,18,237
68067,59,32,168
67034,31,46,58
91615,39,27,189
98488,9,43,59
37834,65,28,71
64200,24,9,145
40395,21,36,237
68606,42,8,261
2214,49,6,219
55994,11,31,63
3269,35,45,228
55468,74,10,149
79413,10,34,333
2551,64,11,408
49289,39,10,39
34570,29,44,30
5211,18,23,273
84533,9,32,225
5649,39,28,124
92590,74,7,161
2179,16,8,279
73814,38,43,109
81128,49,38,73
60239,8,13,137
66893,62,2,167
8583,62,45,135
70683,60,23,213
66868,6,45,284
90527,24,29,163
90813,32,6,407
86899,51,27,376
47233,66,25,314
66889,47,29,128
70553,51,12,146
61078,38,44,328
70206,52,47,291
52499,19,10,92
84643,8,38,197
85424,33,35,247
24150,18,14,359
5119,47,31,426
44305,44,9,370
75316,42,35,367
48546,58,27,85
42155,31,36,318
65362,20,20,432
8076,10,47,96
80646,43,10,23
72865,8,34,264
38272,72,7,55
49607,58,16,289
52745,20,50,382
92481,61,29,112
58037,10,5,214
4795,24,12,432
12041,31,8,359
36562,35,18,62
87063,66,18,431
32982,74,13,457
35950,14,7,451
54813,13,18,296
20052,58,11,447
42711,31,26,215
76516,52,18,104
11808,51,20,388
67642,28,49,320
13644,73,38,90
29743,26,39,417
33694,42,36,283
32283,27,39,51
78193,6,21,361
1193,37,15,34
96035,7,37,255
48834,15,37,311
33272,71,33,304
68947,36,42,444
61073,34,47,445
86104,28,19,324
38446,29,13,148
98388,35,2,91
7609,65,45,348
86078,7,17,226
4985,30,21,155
36754,65,40,23
95855,50,16,226
77421,56,29,100
4673,41,27,199
34457,45,26,346
28877,72,12,303
9247,48,16,370
37780,28,28,301
2877,47,22,287
70369,17,32,427
74840,13,15,38
75208,22,19,67
64377,18,6,252
69502,23,43,94
29193,37,48,363
78514,12,8,276
12043,38,36,106
2178,42,37,148
22129,26,35,87
61691,49,21,100
49243,21,49,210
92772,48,4,366
13999,12,14,425
13225,44,3,25
44012,29,27,31
4945,73,44,54
37163,12,12,455
59729,40,42,80
75513,33,4,169
97398,26,18,38
60476,67,9,48
41197,44,31,102
12586,8,47,360
55973,75,22,104
72375,46,4,417
42437,44,29,93
14444,11,44,457
66433,10,33,331
59240,43,11,413
94162,15,39,252
75861,29,29,162
99151,14,30,293
99301,22,2,262
34085,49,50,365
37667,14,40,70
52963,6,28,170
41987,67,29,351
73869,35,42,258
86615,6,12,276
45260,75,45,148
52770,13,31,415
97522,63,47,166
26343,72,17,146
20190,54,6,220
59380,60,47,67
29209,36,34,265
51811,36,46,423
27089,71,24,270
90183,72,24,394
58015,10,26,376
15152,7,11,214
6608,45,47,48
37106,8,23,198
32830,18,22,44
35824,22,34,284
72861,55,25,425
8428,18,35,70
12992,63,25,57
43933,66,27,97
22833,8,50,99
89842,72,3,351
28988,74,43,91
4350,23,46,346
95560,24,14,232
84337,15,48,276
55899,8,7,393
18185,71,9,56
5108,8,22,247
82550,27,14,271
79323,42,30,262
89504,12,24,460
16815,75,19,334
12793,51,26,126
88810,34,43,230
59124,33,2,356
38866,35,3,72
3047,52,21,188
18231,63,48,51
61861,44,43,92
4448,23,26,208
82358,68,29,330
49923,11,21,289
88144,44,37,269
97910,20,28,283
44601,56,4,173
28214,54,40,90
21129,38,22,207
90229,59,6,65
920,72,42,237
73588,48,35,272
31834,43,37,397
29130,69,16,443
83559,27,4,123
47149,25,1,28
6962,70,37,227
2275,10,17,428
7154,9,26,331
12362,71,7,366
29935,39,7,28
3994,32,20,405
6172,51,29,250
95068,67,49,134
93899,20,2,440
77785,56,22,270
8640,50,29,299
4212,8,41,370
34513,9,13,170
81446,6,26,432
61767,6,39,38
31171,59,25,292
12795,25,20,325
72530,6,35,344
97263,56,45,253
31748,74,16,93
73306,37,47,172
68216,73,18,275
8226,54,40,284
17862,65,29,211
62835,73,49,245
11860,67,39,29
24960,18,50,337
31080,48,26,341
80467,69,40,198
12617,12,19,453
9248,50,30,121
20338,44,27,262
51258,61,47,101
15456,55,48,62
35629,42,9,338
85773,15,50,142
17527,16,3,422
86731,50,25,168
52909,17,25,92
23634,31,48,153
5625,64,20,183
84334,13,39,97
76467,16,7,137
37218,11,39,195
60164,15,29,167
9476,70,9,424
4321,61,42,118
93446,60,1,38
17263,46,8,174
49750,49,35,316
29346,21,7,413
11660,27,6,22
72406,16,26,71
1720,68,46,99
35546,14,10,256
68275,38,2,187
90781,36,12,322
82374,14,47,383
28678,26,42,187
92128,50,25,267
94838,47,41,153
4048,44,35,173
16080,72,15,264
67960,23,24,60
99703,37,2,119
14736,59,29,287
49451,54,20,36
7941,60,48,393
17966,30,1,264
32874,13,18,170
59393,34,4,57
37952,67,8,336
3607,42,3,378
53291,64,28,453
52576,73,14,85
49374,61,23,362
75728,38,24,350
81898,62,36,246
49732,24,4,410
50909,11,20,126
37751,50,44,246
15066,39,17,58
59200,36,42,307
3887,45,12,394
43626,49,5,339
73480,36,34,66
5323,36,45,183
83619,59,6,231
62960,71,27,424
84184,58,41,167
54309,25,32,210
80802,60,17,341
46949,59,18,26
5526,9,19,426
52654,22,2,327
76167,58,3,425
91051,46,22,359
40322,24,49,239
23689,14,5,383
58382,65,50,220
21833,63,37,96
40442,11,39,182
60047,43,12,401
84135,72,18,32
54519,6,48,144
55620,5,27,299
84194,29,12,124
87840,44,7,171
52045,6,37,203
40624,5,23,352
50211,18,12,217
79259,42,10,131
54490,19,47,215
77326,60,4,227
64872,41,41,408
93891,23,5,69
22710,53,48,394
60229,31,48,402
24058,52,35,120
55295,13,15,41
98298,66,39,62
91787,41,42,373
54693,47,47,212
80073,64,33,26
64564,73,16,435
63553,43,5,212
77978,49,50,261
38863,13,26,173
99838,40,11,440
18979,19,20,289
14172,74,50,240
61261,41,18,344
39268,58,14,84
7898,27,38,182
36221,40,28,89
81391,17,3,57
47349,52,41,76
24669,34,5,242
11527,58,26,216
17480,61,14,150
53280,73,48,432
11046,67,50,354
8169,55,24,120
32629,67,30,269
42309,7,12,95
59433,71,43,224
12247,56,32,154
65307,25,36,181
24192,50,6,441
3083,52,50,300
40198,44,20,70
59018,11,50,144
63891,53,21,239
87219,68,25,299
20354,38,42,398
28916,28,22,119
59491,34,50,338
90730,16,46,97
50723,11,22,302
71076,28,16,314
86393,56,32,377
50553,63,34,370
24930,44,46,153
15523,7,22,80
11037,40,46,279
68681,75,44,110
54730,36,23,401
23592,60,10,235
6887,20,20,279
14283,36,12,226
62862,32,48,69
50303,59,50,57
93571,66,46,340
16903,12,37,167
39661,32,19,267
3024,8,31,243
56066,34,48,94
66244,48,8,265
96295,46,32,146
6972,51,40,234
44947,50,48,336
93033,9,28,438
63238,52,7,101
77701,60,36,116
41946,21,8,194
59860,29,25,312
84222,17,33,63
4568,75,6,286
6290,17,26,186
85146,64,7,97
86668,6,41,95
10190,43,43,314
88515,42,40,151
5873,64,37,439
17345,59,1,240
50669,42,39,74
12891,72,26,48
1682,40,6,149
50579,29,32,376
95023,15,47,42
99549,72,36,137
2301,54,31,344
8557,40,46,341
94661,33,38,216
61059,20,12,307
26719,63,36,169
