Store,Container_404,Bad_Subs,Manual_Pick
67517,46,39,187
19195,9,27,100
65009,21,12,81
97524,18,43,75
37671,50,11,73
92372,42,9,200
90368,42,41,21
15746,26,26,55
74711,14,6,10
18928,58,42,45
48742,55,40,112
10371,14,21,31
17976,2,1,44
90733,31,17,41
58207,21,42,74
63958,25,10,20
38792,48,45,46
46481,70,43,35
58143,28,42,58
48947,23,30,72
25600,32,27,67
47678,62,30,91
65200,17,3,1
37788,12,47,164
61381,64,8,158
57784,14,22,43
75867,20,25,87
87529,23,20,50
38145,5,15,122
66829,71,33,127
53700,7,13,77
28930,29,38,4
71934,57,38,5
61244,12,14,41
47842,53,29,31
4839,65,14,54
25350,51,21,140
6050,30,44,143
62495,21,3,56
822,24,38,73
33085,60,32,86
4061,56,40,68
90654,34,43,25
72045,35,43,159
1816,3,48,50
1328,41,48,185
24130,30,29,36
23018,71,11,81
87746,56,28,28
70080,52,40,121
66038,26,28,103
80295,69,29,122
1011,30,23,106
97526,26,8,77
59700,26,42,155
74013,4,48,97
90194,41,25,192
36538,71,15,101
80992,15,33,64
97784,68,47,58
486,11,31,164
67599,73,14,29
34165,47,36,22
70430,22,50,39
37233,72,5,29
52407,38,5,148
55438,17,36,184
78760,54,49,107
70910,10,45,22
6303,34,27,94
96677,36,18,76
36334,67,21,4
99141,33,48,109
85845,49,5,183
48119,19,48,63
61465,6,12,30
31265,14,2,176
78451,41,46,123
95294,38,39,170
87956,45,18,45
15926,5,7,169
73712,56,42,58
16965,31,27,68
14848,57,26,90
81080,51,44,128
11485,52,17,159
23840,18,22,87
10216,71,18,160
80671,71,16,180
87410,4,41,31
24909,26,31,164
60492,55,31,101
71071,6,24,6
61448,50,1,93
53352,38,2,63
49550,18,6,55
57458,6,32,153
3501,69,43,27
44083,73,14,111
24638,47,29,12
42763,73,41,125
74089,7,48,138
70952,4,18,105
18621,10,20,108
11469,39,47,19
85281,64,11,173
11507,41,21,66
69651,26,7,24
63290,48,7,112
91377,24,45,73
97231,50,4,87
10659,19,18,23
27624,54,4,112
87844,37,36,95
81064,58,10,177
48879,70,30,97
89784,72,31,62
93299,10,17,109
16647,69,16,13
51734,66,33,14
88134,43,4,108
47161,58,22,116
88031,42,30,109
66831,63,41,184
33028,37,18,64
77571,24,8,176
21567,34,31,72
16621,35,35,5
34318,21,32,182
2460,70,43,190
58260,41,35,30
21984,74,38,83
64449,72,26,126
83991,43,21,28
43680,54,27,74
18284,67,40,174
98647,33,17,66
59514,69,11,43
89656,14,10,134
87630,19,42,1
38036,71,38,153
75049,42,18,167
47034,1,12,115
88766,38,44,119
24791,12,2,128
94476,42,30,141
60595,7,44,101
48653,39,20,65
24527,69,18,160
59826,26,11,75
83091,28,15,127
99298,68,14,53
19905,1,2,68
17524,38,41,180
76920,70,27,124
71633,55,15,191
88791,30,19,198
72309,63,14,24
27281,48,6,193
81795,27,5,167
88698,24,30,88
78223,1,3,88
37482,38,32,45
33480,31,11,90
25668,66,25,17
54291,59,38,9
43804,55,1,46
39477,8,38,131
26627,1,16,24
23959,23,40,177
11035,3,25,143
94174,17,21,118
63350,54,42,149
82505,14,33,36
5251,30,12,70
58536,53,17,99
47609,20,12,39
4432,66,23,129
88382,6,31,177
96375,32,1,71
63189,26,43,4
31654,73,18,173
72749,60,39,164
96226,32,44,180
7610,28,16,181
56055,53,49,77
46907,20,38,187
20505,45,3,43
83527,10,30,67
2395,16,6,180
86202,69,37,71
81098,43,6,50
7408,61,21,181
25862,40,49,65
95497,56,28,162
17954,24,3,185
3269,74,42,59
25082,25,21,182
60437,74,44,192
36146,50,37,171
27216,59,3,31
24287,62,34,175
78041,3,41,176
83694,32,12,125
25094,11,6,62
49046,4,5,161
3199,50,26,105
6182,59,35,162
86080,36,23,157
13767,21,26,25
72821,13,31,152
13399,30,10,31
74686,11,9,67
53226,45,6,78
58669,35,15,45
32337,65,40,78
12097,56,48,3
63247,1,42,121
82568,28,48,106
43144,12,13,157
29926,64,35,79
43514,30,21,161
80037,57,7,35
4799,55,10,27
81559,72,5,89
76802,71,30,69
1788,56,49,130
31656,23,48,60
4720,16,37,46
47461,32,49,45
89787,16,16,114
3270,30,29,58
53317,40,21,85
51369,51,7,26
9688,11,9,197
39073,72,32,197
74884,58,39,178
34764,14,41,173
68315,51,25,134
49067,31,11,54
6257,61,9,47
50848,30,8,168
75854,24,16,124
95560,29,37,185
35650,55,34,79
68397,40,38,197
78058,12,27,33
14228,67,34,136
65259,60,45,81
38557,4,16,61
26198,70,50,88
63723,6,29,115
21272,75,16,59
33300,65,28,159
45747,72,16,199
30824,72,45,88
1755,26,8,13
98323,8,21,52
27225,17,18,193
57650,40,38,48
19555,24,39,192
27803,34,41,114
96739,8,17,83
97150,22,47,58
8260,22,27,58
84970,37,5,179
37039,67,9,188
80257,58,21,131
2924,57,22,23
73698,1,5,125
4873,9,28,188
33268,53,45,177
94016,30,12,147
75466,17,50,20
29952,17,36,25
39890,11,43,196
33986,39,9,144
24566,6,30,29
37680,10,26,150
81151,60,29,19
8277,3,26,154
42434,44,42,173
83024,12,13,3
55664,25,3,108
70149,70,19,108
40962,45,2,32
4563,22,45,82
7540,72,8,103
64684,27,11,86
28734,5,36,45
90221,30,44,22
37761,30,22,144
81095,43,15,154
50761,68,15,96
13585,67,50,38
40235,64,40,11
35798,56,19,82
57972,48,40,8
44797,19,12,50
52813,71,24,179
35568,26,22,65
90838,7,10,132
26614,16,19,127
24952,12,27,106
20241,61,46,92
74611,32,12,196
41562,68,15,135
55120,47,16,105
44190,27,26,167
22065,70,31,159
43753,17,40,49
11554,59,44,176
68340,12,17,15
53987,10,2,187
92242,57,10,41
61720,47,2,186
34070,28,27,66
27729,4,48,155
97129,57,18,63
68905,14,45,135
93139,69,22,83
70456,32,39,84
48895,64,48,34
93013,39,16,98
84192,38,40,20
8286,32,10,82
11456,69,39,60
65682,21,43,52
28586,23,3,184
62326,32,49,134
20990,37,30,158
43412,29,20,171
87887,23,4,186
16553,74,33,126
23528,13,20,94
72314,39,9,45
99843,29,9,156
55625,9,47,143
9983,57,15,21
55947,9,17,122
64702,54,16,39
61728,66,6,143
62642,14,35,170
70509,22,4,14
30563,45,24,41
24873,30,45,129
35793,55,16,88
43534,26,47,142
95774,63,2,163
58548,10,8,157
72829,65,43,147
89427,66,41,75
27225,68,47,80
65056,32,48,162
54101,46,23,101
33857,64,38,44
85251,36,16,113
17574,22,6,88
18,66,28,192
57965,19,37,99
20161,47,12,109
37718,41,50,125
25450,59,9,98
40928,56,21,60
50342,31,7,105
98511,45,24,148
49276,57,47,24
65746,59,13,101
44453,34,33,196
38654,20,38,52
6383,61,5,114
13196,45,48,71
38806,29,32,64
61585,39,33,176
71813,54,14,115
50074,12,5,107
28230,48,11,57
4253,74,24,102
61360,75,30,79
33093,26,14,192
1264,34,36,128
43657,24,26,39
56903,19,9,28
87427,6,27,51
46062,50,34,146
73913,2,14,141
28938,68,23,112
61957,37,33,103
95776,27,18,59
84586,54,23,51
78627,11,15,115
57184,29,16,104
98086,63,7,145
34704,13,44,74
89921,28,39,4
44814,68,36,26
92523,72,5,10
12955,65,5,143
32884,14,35,161
51458,14,23,16
87616,45,26,38
46635,64,41,78
43435,5,4,155
57291,41,31,181
88313,26,4,39
82048,27,25,92
5522,66,11,167
14294,63,15,155
52771,72,31,159
58548,13,40,28
99303,27,36,141
91559,65,2,22
29510,73,28,57
1118,20,12,37
33475,40,36,34
19541,72,11,121
90233,41,6,56
9398,74,42,149
85329,72,20,133
34176,28,44,50
33814,10,27,27
22140,44,48,137
43293,42,17,125
5862,1,6,165
45178,50,22,103
6075,55,14,122
33050,66,49,175
8942,44,20,63
18620,62,9,44
42409,72,12,52
18423,73,25,157
16290,68,44,130
55106,65,28,31
82758,9,46,186
13182,67,10,182
71261,67,47,114
54422,21,8,28
70033,74,42,89
37854,32,6,41
53738,2,20,182
34466,40,45,145
37207,62,14,68
19983,40,23,113
45894,41,38,200
2499,25,14,56
82440,30,5,42
48931,39,18,28
19169,7,12,23
59905,21,15,107
13277,5,21,108
92712,70,26,83
82266,2,11,84
67953,23,48,106
21309,47,32,27
84816,57,22,14
11661,19,28,172
97945,53,3,130
27280,48,4,118
85651,23,2,168
34511,75,9,131
86251,6,25,141
74632,35,45,119
71265,53,42,34
91556,4,11,31
37254,61,49,106
3515,18,29,159
86016,36,24,199
29983,47,3,24
85759,15,42,4
21445,14,16,78
58238,22,8,133
66013,60,41,127
77135,64,1,152
42463,54,17,67
56891,47,39,114
62342,42,23,151
84495,50,35,59
92912,60,37,145
57500,28,16,113
42041,17,4,21
74894,56,24,200
56995,7,37,26
38829,63,18,118
36408,28,21,66
54397,33,31,32
33339,6,11,124
74100,30,14,21
33486,19,11,15
14217,64,44,162
75276,2,5,62
68633,9,8,12
1082,27,37,83
91111,33,41,95
77956,8,25,161
47159,31,30,93
36953,26,45,107
98022,66,46,63
93074,28,43,99
13551,34,15,14
95393,14,47,23
61180,17,28,151
67348,36,30,194
18694,53,27,147
1746,74,47,149
77802,5,15,65
52473,36,3,7
62487,52,12,147
95878,34,42,33
77059,58,30,88
25613,22,44,64
91445,74,40,172
83593,30,18,167
6832,41,47,174
65911,48,12,140
99555,4,38,42
35543,18,22,161
18545,19,20,88
10323,75,21,120
68557,7,28,198
81612,67,4,130
80166,75,47,133
37086,35,14,178
6092,32,29,27
80398,66,41,80
8020,75,20,153
44460,18,14,142
18620,42,41,129
28605,60,27,70
23415,48,4,160
71056,3,30,87
65394,13,31,132
58923,69,11,55
43784,11,29,76
83997,38,19,63
75931,27,18,5
22378,69,35,14
3578,65,14,81
32981,41,43,116
43103,27,6,128
12253,58,47,120
86641,51,25,24
62938,54,9,186
60236,30,13,46
72957,22,43,167
31255,34,6,87
38547,53,34,103
6527,36,35,28
57440,34,29,196
97074,9,1,12
61522,75,42,183
92943,66,44,192
80682,7,4,91
7951,35,41,189
42487,33,10,199
54300,10,27,74
75163,31,40,76
36905,38,29,143
12826,10,21,167
52469,63,3,82
65082,1,11,32
388,24,30,196
91474,56,8,87
30863,43,12,12
94919,34,10,45
46313,23,4,10
67756,55,1,38
3293,2,2,197
16503,60,42,159
87259,74,43,67
99592,29,13,179
489,18,20,2
70914,52,50,1
71225,5,18,114
61323,58,19,151
56737,46,40,160
41546,62,3,147
97328,23,25,99
64252,67,46,48
20498,50,30,128
55935,12,5,172
48434,24,18,147
48276,36,28,6
72383,6,19,153
28090,3,42,89
77424,4,32,96
2134,17,1,65
63460,54,6,12
66396,45,3,51
98947,14,43,135
81723,47,14,161
65718,63,30,198
32340,41,47,146
73804,34,39,142
40675,10,43,63
17548,18,4,83
82629,19,7,81
57777,19,27,35
4971,33,20,98
44526,21,14,2
44870,20,7,97
57971,15,39,198
97590,24,6,21
29263,41,16,44
70898,28,26,96
64529,14,44,8
70823,40,6,143
83504,45,50,108
77081,59,27,35
49677,56,42,167
41982,54,29,83
70330,11,21,50
1658,68,10,42
72818,52,38,3
76995,55,49,64
60495,13,3,141
67019,75,18,171
61395,24,7,52
25403,33,14,1
90043,75,26,34
30818,68,6,176
18100,50,30,194
41863,8,18,33
6806,36,38,65
69406,12,49,72
34790,27,16,196
12736,48,29,199
17989,44,11,163
9672,67,33,128
41824,56,20,149
34110,6,42,114
89158,3,3,183
77572,5,28,191
30207,58,43,84
6695,43,13,155
70266,63,27,191
45429,28,24,94
35722,44,28,133
43423,5,9,50
7412,26,26,140
11517,23,48,136
83642,40,12,58
76216,8,41,69
78436,61,11,162
94058,53,46,146
29015,17,13,150
3352,16,50,6
80493,32,6,9
62841,66,31,109
86954,23,11,131
3242,17,46,175
9506,20,11,109
61769,42,26,75
93018,8,17,196
51584,57,19,109
41259,26,47,192
83447,46,45,62
43077,62,30,125
68949,10,48,102
3180,24,18,144
20243,25,13,63
97724,34,5,190
27434,12,49,123
59412,38,11,31
50980,23,50,90
60053,50,36,156
68474,20,29,10
12038,43,42,5
30773,67,40,172
97016,45,41,7
25445,49,36,128
67443,18,19,16
10127,21,18,125
11402,66,15,62
78334,65,48,37
63028,17,29,81
69976,18,14,152
95551,28,22,169
90073,54,14,101
4389,14,17,6
66662,15,20,74
14483,1,38,75
13038,44,27,153
32885,72,49,13
21148,23,22,199
77426,29,31,116
71188,57,23,47
94152,41,38,197
22396,20,2,49
42323,65,47,69
56183,40,43,81
96915,31,34,153
6106,21,17,196
64407,40,13,90
27171,42,41,3
40563,75,9,186
61462,34,40,40
93906,5,38,84
26003,42,15,134
34179,48,4,101
7078,70,4,192
93593,56,40,42
50225,38,40,163
84248,31,40,42
39235,35,47,9
47329,26,8,199
23391,31,10,55
61424,22,10,88
14459,8,33,123
5468,1,22,55
97402,49,3,23
19644,16,9,57
42735,8,14,156
88225,42,17,6
60002,73,25,132
15515,20,43,181
44954,41,49,57
30076,57,49,135
38893,65,36,115
70066,56,18,94
94326,63,26,177
39400,16,8,144
97517,48,8,115
93572,30,37,98
72444,3,27,13
97934,60,8,98
24275,74,21,176
75842,60,45,23
9131,46,40,95
19454,56,34,120
66866,36,4,20
3017,70,39,93
95945,48,20,156
83308,1,19,83
8966,27,44,185
77188,3,25,37
70339,32,31,5
23847,25,46,47
73355,4,44,40
33305,21,10,188
82360,30,5,177
6232,37,14,153
13554,36,30,17
20998,31,36,118
89850,30,21,90
27896,73,15,199
57855,24,1,72
69553,12,38,41
31069,21,14,119
13591,40,30,185
86392,51,50,169
96869,17,13,121
35656,68,21,118
34308,46,19,153
66051,43,17,69
63449,33,28,62
36269,75,29,109
96440,8,7,157
90484,73,23,175
69754,63,31,105
57948,50,48,59
15853,13,30,153
21272,7,49,139
53358,54,45,183
90166,5,2,49
89892,30,3,158
19565,14,50,25
48286,57,36,169
97624,13,13,77
12777,39,38,57
56210,26,21,33
33739,1,3,144
39699,11,3,46
64201,60,40,64
58550,5,4,131
78428,20,34,78
79029,11,25,69
58781,18,25,12
35580,19,37,113
73580,26,1,156
18965,12,50,6
52295,10,22,197
53250,37,16,18
38285,43,34,139
6307,27,21,68
91253,2,21,174
86471,65,9,67
42693,67,45,40
77885,40,3,97
39487,19,2,185
69137,59,9,82
13285,1,18,141
51132,7,11,164
6002,66,5,16
26452,64,29,93
12540,56,41,47
4952,8,27,35
93561,27,7,95
94426,9,30,172
21889,30,35,5
50805,6,17,157
60141,56,49,130
25620,29,33,55
60749,47,5,166
22163,64,3,40
46532,12,12,154
81445,9,31,183
7874,7,26,108
51507,53,44,127
65378,75,41,41
53834,35,3,129
76178,37,2,200
53467,39,1,45
10656,72,2,191
84011,71,6,69
5367,66,3,108
68879,43,29,20
1974,20,1,99
44096,60,2,136
42600,72,46,190
93578,55,21,28
62671,56,25,2
3539,34,24,169
61434,67,35,154
4074,19,2,168
67054,35,37,169
57,62,47,140
74757,62,49,156
7917,36,40,116
14696,3,50,39
42107,42,18,177
89004,34,38,134
80941,44,20,127
3416,41,8,3
73035,35,44,40
9645,11,8,21
99814,40,14,87
77877,59,3,156
28816,17,26,111
27597,53,38,78
10351,45,50,106
7158,32,43,192
17779,3,40,157
66012,6,14,184
78827,24,17,1
38005,37,29,131
29007,22,42,192
4986,47,46,193
51207,8,43,68
56737,33,28,96
20157,53,31,75
6128,47,11,28
94633,26,22,87
38119,47,24,130
36719,75,14,165
56320,58,8,55
11841,60,28,168
26364,51,18,196
94577,60,5,69
89084,60,6,3
36855,70,37,73
56927,71,1,179
58436,14,21,154
77526,15,14,65
7897,18,1,27
43881,75,16,58
7364,34,13,41
85645,40,29,93
91580,11,37,18
71743,50,47,50
37801,2,25,172
1917,72,14,36
46874,71,21,179
41552,2,3,126
5966,16,38,133
38625,25,5,96
68786,16,49,84
66881,3,12,144
191,74,10,118
63739,11,24,17
58721,52,49,160
25310,48,4,4
77009,58,22,127
27127,52,16,6
64878,54,50,12
77527,10,11,88
46758,20,8,170
81819,45,50,99
59243,69,14,195
26594,63,24,30
72013,20,30,194
58854,28,37,52
95518,44,23,177
23048,7,42,185
81482,14,8,10
78439,38,34,31
76611,40,10,87
60265,18,5,183
26069,18,38,75
16539,10,22,156
55039,12,35,28
78434,74,10,76
7781,35,33,19
28082,22,31,199
25528,3,13,121
14034,30,1,161
62009,22,19,87
52605,7,44,191
92229,44,24,18
9910,12,12,118
62337,31,28,175
52977,55,14,78
75311,65,4,3
85969,31,13,22
37467,38,43,111
75762,68,7,43
39748,15,47,158
58604,32,28,3
66719,30,45,123
53199,53,45,72
31780,42,34,176
80033,66,16,63
54056,43,49,87
41858,10,4,150
6495,6,36,113
46129,67,24,176
17861,64,35,43
33032,21,43,194
74797,44,10,112
51490,60,46,96
26161,21,14,189
63846,40,7,157
52771,22,1,15
82394,39,23,134
536,16,29,54
47989,58,20,195
1922,28,3,186
75286,31,26,61
65995,69,38,117
11227,64,30,165
56770,6,18,163
71222,14,18,89
77662,66,44,170
11560,47,9,35
12300,54,45,177
27387,26,38,116
41080,23,17,25
47581,7,32,175
26528,24,21,55
62446,20,36,42
2708,50,29,193
21494,53,36,82
45895,63,2,102
43239,71,48,102
77664,71,27,91
78636,51,27,42
26952,37,15,114
20889,7,2,169
62213,63,45,69
90797,21,43,101
5632,72,18,200
59171,39,15,33
12074,19,10,112
7787,1,13,188
96282,44,44,193
53920,15,3,161
73108,23,14,85
96877,9,23,166
647,18,40,180
50649,37,12,20
59847,41,24,171
46598,23,47,42
54146,52,20,129
79729,6,10,46
41763,45,13,171
76320,34,7,4
63621,45,10,173
55917,72,43,153
38758,42,14,143
468,28,37,68
53549,5,12,198
33493,10,2,100
3334,22,43,73
18605,48,22,93
40257,42,32,73
17016,49,23,83
91479,3,20,78
79822,60,27,44
61464,4,47,70
34340,9,10,105
19602,48,20,187
75060,65,27,187
31085,36,43,104
21090,1,22,160
35192,61,2,166
25164,75,42,115
59909,39,48,143
3841,33,44,120
73282,41,28,121
96948,21,32,133
52867,19,20,96
30537,70,11,153
15734,19,7,41
25019,22,33,24
37773,28,9,26
48458,73,18,184
50386,67,39,146
38562,73,22,90
17931,26,17,55
70585,6,25,18
99857,62,4,53
37039,61,23,152
65184,39,6,118
90276,66,48,148
11546,42,40,23
95301,12,16,153
58343,20,6,158
47943,68,37,79
20920,56,32,188
52642,54,30,198
64902,69,18,8
35291,66,30,53
36815,53,20,95
95833,15,37,169
11464,75,46,166
43209,75,47,186
51438,34,48,84
18393,74,33,124
18521,65,25,192
25170,49,12,40
75071,33,24,95
61951,1,32,199
62111,49,33,97
85528,30,16,68
33698,46,41,11
94935,46,50,24
70232,1,44,49
31426,25,21,158
55767,68,4,136
31304,22,5,15
9261,33,25,167
90524,52,37,5
78013,74,22,89
88243,21,12,64
88776,66,15,193
22131,21,50,26
25524,7,49,83
47247,1,38,171
3534,34,31,12
66337,57,32,87
24524,9,37,88
12883,49,10,99
70246,15,7,120
6231,22,13,178
33199,50,9,134
5251,1,46,125
29091,68,10,57
22467,68,30,199
54866,41,29,176
37111,20,14,131
25541,10,46,185
16377,68,15,79
76139,14,16,114
84522,2,18,134
31138,72,32,89
22951,1,30,187
82071,16,41,13
16447,24,17,39
77767,69,48,117
29765,32,29,33
40896,13,5,86
79360,12,8,50
69244,27,16,61
45421,34,15,75
93433,15,9,52
85514,31,45,12
6624,60,34,36
68652,17,28,170
10401,34,41,141
11909,70,33,200
889,60,41,12
50259,54,28,6
3167,23,31,55
7547,14,41,64
74909,21,20,146
84507,12,20,17
95038,63,14,191
99690,73,47,10
36988,27,45,199
71235,61,39,96
13205,39,50,111
12436,24,18,90
90804,33,9,148
2323,3,29,10
12953,70,16,128
65198,38,45,103
77926,3,25,16
49573,71,35,33
85583,73,20,175
71854,64,40,53
36440,31,39,89
38730,59,4,92
39843,47,1,25
46049,16,19,143
74083,14,50,103
19013,29,31,183
47547,21,1,38
91260,17,29,31
65571,36,44,151
50430,14,38,82
59906,13,25,189
46134,54,10,134
20510,48,46,182
54473,40,40,9
70207,30,30,8
96730,31,10,198
87250,1,2,137
87490,47,43,15
90895,3,4,19
62016,15,33,145
49774,42,37,9
90501,69,19,86
56097,46,15,96
56353,64,19,108
24697,75,13,68
91950,59,21,80
29993,47,34,14
21351,63,2,180
13680,3,4,116
46515,31,4,153
72348,65,14,165
46954,36,46,197
2728,58,34,9
99742,32,18,136
19647,55,2,185
53376,64,13,150
98693,64,26,112
51978,34,7,33
49208,49,8,117
16827,72,21,23
40718,56,38,120
97983,65,14,147
54470,32,12,124
98022,30,34,77
31703,69,5,190
20388,16,34,21
13574,62,9,57
53296,3,13,180
67343,11,4,117
45374,8,49,170
41655,42,39,111
71753,1,12,15
14039,33,42,174
68144,12,48,162
50971,43,27,169
41877,65,23,152
56252,20,10,114
68263,28,2,104
58143,66,23,118
75301,8,7,25
53258,61,44,170
10627,29,8,30
80084,36,27,136
58177,64,15,92
23898,55,3,13
84740,35,24,159
51854,31,42,77
38272,4,2,29
52686,6,18,151
32523,24,32,64
13506,69,33,87
44950,26,23,83
98096,23,27,140
5343,19,25,152
35677,8,16,40
36069,30,48,92
10509,59,6,145
5491,66,43,148
84752,7,28,3
65094,12,12,180
98448,50,24,70
16334,38,18,171
51535,71,45,68
55990,10,12,125
32823,70,40,116
5045,70,28,23
95740,40,35,188
66983,1,35,187
44769,16,49,89
54525,30,43,93
47627,36,3,185
96432,11,7,30
46071,29,10,17
72708,9,46,29
77269,44,22,52
59840,46,1,114
80038,74,50,15
55742,24,23,61
24328,9,10,128
80394,45,4,102
30375,48,10,143
10257,44,46,41
76472,15,49,69
42422,31,6,118
32629,50,25,43
1635,56,38,140
94899,51,39,143
97425,70,14,23
84991,44,26,55
55535,45,30,94
72345,7,9,148
6131,66,24,81
18881,53,15,105
15773,45,22,198
55909,16,24,198
19511,40,17,41
79901,5,14,195
69087,20,29,144
46227,70,47,159
43134,58,16,179
4148,68,8,32
85892,60,25,70
94852,48,33,2
86189,40,50,183
47540,29,16,158
85682,13,16,5
5103,62,34,87
28270,49,40,94
21537,70,34,119
4649,16,48,5
132,2,44,199
45696,37,39,35
85625,22,50,115
99243,46,11,155
98842,66,44,168
55794,71,31,174
7854,46,19,172
82531,36,17,199
76744,27,43,15
43179,67,26,134
26542,61,34,172
87271,22,38,108
56278,72,8,89
12763,36,7,101
36655,36,50,72
28476,51,32,104
26597,45,11,91
17404,29,10,61
47872,68,46,69
51076,24,12,117
52115,42,20,165
45601,27,11,16
89823,61,39,163
40390,42,13,158
4898,27,12,159
73623,5,31,40
43492,75,34,20
56126,41,28,54
88751,31,47,162
47552,20,8,25
40372,3,20,178
29114,42,32,138
72130,50,11,36
34279,35,3,137
33167,72,37,82
72186,19,7,173
58623,33,40,158
62040,30,44,8
80448,58,42,171
26174,35,1,103
56139,59,48,163
17829,69,19,71
82489,31,10,109
67785,6,18,2
52638,49,35,169
1745,70,8,58
27730,12,40,179
19701,15,49,90
22869,24,10,166
43242,20,26,194
23048,68,28,43
72228,41,13,70
79337,50,10,107
322,11,11,155
12158,69,10,196
2170,58,49,30
47641,45,47,122
4557,14,21,198
76072,68,27,180
69940,38,16,69
37882,14,49,98
74925,16,12,30
24621,8,4,130
16479,68,3,171
53891,24,17,110
41770,22,15,188
66278,42,21,158
19523,21,45,191
35785,73,48,169
90048,59,4,140
4294,68,12,155
51023,75,24,154
14220,16,9,105
15414,59,13,33
77829,37,29,183
4373,74,7,199
41489,70,20,94
23582,42,11,11
40224,73,19,75
42544,74,2,128
55411,55,32,153
59856,35,30,85
86007,30,44,166
89435,72,42,135
20270,5,43,25
25027,49,29,12
83273,61,30,24
53118,20,8,190
77948,50,9,104
50649,26,14,50
93150,44,37,13
19029,9,5,82
61886,61,40,112
58503,29,11,171
80566,73,31,153
61648,41,1,147
58500,62,2,39
42380,52,48,17
85110,15,45,45
44918,23,47,66
95966,58,21,20
57796,31,19,76
58626,57,2,194
60734,74,15,73
90057,53,13,65
27836,14,28,111
76934,21,12,123
44301,74,35,77
33752,72,7,64
31912,35,15,198
44077,1,15,146
12257,25,8,182
24902,72,19,55
48015,54,48,137
45529,62,24,170
44506,48,47,175
16780,14,14,180
49439,47,11,27
68867,35,44,111
63057,6,25,141
61592,38,27,183
84284,17,3,9
69058,16,22,19
99430,23,4,32
82890,39,46,73
17996,22,38,79
47945,39,31,141
19172,6,44,151
54384,43,16,45
3524,66,22,35
72371,32,7,175
47794,21,6,8
89334,21,38,146
12127,22,5,34
79965,75,7,129
1519,11,42,196
49454,50,46,151
21733,50,15,87
77094,39,46,147
60718,42,30,10
5248,41,27,164
48323,57,41,83
85793,35,9,136
65975,52,15,124
23495,30,36,157
22206,36,44,14
82679,30,3,65
48110,23,43,47
25988,30,8,122
49724,2,46,33
64402,47,37,135
33824,58,48,129
54407,59,35,47
28267,61,14,194
89101,51,5,50
92158,44,39,180
40600,75,10,149
12962,18,18,181
48002,29,11,31
61016,33,6,197
76876,20,4,108
35494,69,25,119
41994,45,35,65
26895,66,44,33
57546,74,17,141
83762,69,33,2
49499,48,42,103
77281,21,8,106
84904,55,36,2
52939,38,34,48
1564,52,20,158
25625,53,23,5
89029,18,17,61
96309,32,47,7
98816,28,29,154
15017,69,41,63
48670,72,45,16
3934,12,7,186
6259,51,44,171
40432,41,4,2
57495,41,36,46
35918,30,46,113
53818,27,41,129
65398,73,30,197
75638,34,39,149
83608,61,32,196
88334,20,50,82
3333,27,35,46
90664,43,42,47
52935,72,28,158
97056,19,2,136
92738,35,3,136
1976,61,9,96
23001,23,26,96
48128,66,40,12
30574,3,25,22
95159,32,28,142
82434,16,16,172
28597,22,34,61
2787,9,21,184
79447,45,28,100
25311,62,30,174
86670,6,5,128
14651,7,20,163
51529,43,28,62
80495,14,31,85
5001,40,36,7
8178,19,6,109
1200,20,27,108
15033,39,22,15
88916,75,42,49
98255,31,35,10
90085,62,50,38
47171,66,45,193
62614,67,36,85
8251,63,20,34
54418,40,26,179
73725,2,10,3
58521,30,33,109
88989,45,42,195
51194,9,44,197
83167,20,20,134
97906,40,40,165
14497,37,49,27
80841,48,35,43
51640,53,3,126
66318,11,45,67
6961,74,24,122
74146,1,35,30
11123,52,21,53
49062,16,47,65
86408,52,40,110
63829,13,28,96
80700,44,7,59
83874,72,42,85
39311,21,37,105
30563,44,21,165
15435,12,35,81
14791,74,6,83
41777,14,46,47
62540,22,50,122
85906,47,19,133
32461,13,43,132
80953,13,27,60
16472,44,32,35
32489,8,36,80
10633,43,48,187
46193,55,10,184
54691,68,13,56
10303,19,50,35
27532,58,34,144
47572,4,31,40
32240,31,33,11
96200,57,33,182
69086,55,32,179
27355,73,39,103
39681,26,7,98
56077,24,50,37
8633,33,16,74
67026,24,44,128
15539,17,10,77
46180,75,48,74
82078,54,39,135
18665,71,40,127
18650,42,29,181
43042,47,18,165
14169,19,32,14
44391,61,35,52
38929,45,39,39
25694,62,2,63
32489,27,41,15
78919,45,46,5
58029,35,44,178
21273,35,37,178
15574,62,21,169
8521,41,13,63
86504,58,41,3
69933,31,44,98
9657,26,15,44
56381,50,2,162
5093,64,8,137
62617,45,9,99
49476,13,26,1
71524,69,47,82
25110,75,30,18
3108,43,21,34
91508,33,46,75
88575,74,43,53
84034,49,39,58
30027,61,48,118
91244,9,13,82
61106,38,36,90
64301,73,32,74
68124,41,47,87
63589,40,23,86
48201,62,35,65
42470,47,46,189
52316,23,20,134
1930,19,2,32
32802,53,16,92
80165,68,25,148
33422,6,30,82
93484,56,17,185
45492,47,18,73
70186,52,1,121
81058,8,21,71
32758,36,7,123
14648,22,26,161
3699,52,5,8
61429,28,45,10
202,60,31,168
40312,55,48,22
20319,75,33,185
53829,6,29,187
22387,54,28,131
67184,65,30,77
76966,60,22,63
1345,63,45,179
22527,41,30,87
41840,13,42,153
9692,71,34,48
62386,52,18,106
3388,3,35,48
98149,71,13,159
95827,19,36,147
