Store,Container_404,Bad_Subs,Nil_Pick
30284,31,1,107
32527,5,19,214
9661,39,23,93
13537,50,12,181
92706,57,2,157
42987,74,47,147
59017,65,21,223
83399,37,36,423
97653,28,10,211
4889,13,12,67
53082,66,15,188
54944,8,39,393
83630,25,34,411
84646,67,35,139
17908,15,27,93
2341,31,23,191
6844,48,10,234
25766,14,27,198
26531,18,26,70
47955,37,15,56
63077,66,29,154
13913,75,5,179
49538,26,10,141
44722,59,11,429
60542,46,26,362
53009,10,37,171
88626,10,10,383
49266,56,23,193
18991,44,50,162
48316,17,33,117
84616,17,20,85
75293,47,22,453
41469,71,12,134
89391,65,7,166
79063,26,3,180
23266,43,24,221
83659,33,26,312
97047,30,42,115
18553,63,10,310
82399,22,11,451
70359,62,44,432
92894,68,4,407
54614,29,18,386
1903,45,9,43
58515,26,30,457
22874,64,35,111
16891,48,15,389
21595,40,16,348
67691,65,39,368
75730,24,39,298
35752,25,23,293
63579,31,38,104
73520,47,25,429
84659,49,5,291
66939,25,6,312
32876,40,49,359
76175,29,9,104
19786,45,23,222
27308,3,1,372
76624,1,2,147
91385,15,34,50
98469,60,22,374
79276,47,37,443
25601,21,12,364
30003,43,16,302
90937,60,17,201
63096,43,30,210
8361,24,24,322
119,26,29,88
87867,42,47,368
96397,1,14,320
12300,54,4,21
50428,35,8,354
24937,21,40,376
20084,17,12,209
17210,5,24,262
62616,3,9,163
93903,7,45,378
73028,28,19,301
32892,67,9,197
91479,44,3,449
85360,36,1,364
66042,32,49,130
56242,30,26,10
1715,28,48,429
49975,46,38,442
35188,38,10,62
69735,15,37,210
97753,66,9,126
35900,71,45,22
84508,5,20,208
38902,15,22,225
41040,8,14,172
67697,24,28,238
813,6,36,283
83185,36,36,13
18364,23,15,17
44308,22,27,355
12373,8,30,262
26568,61,17,252
9642,52,18,457
85319,68,1,59
66193,8,45,327
40168,38,21,128
93935,40,12,309
35990,20,39,12
28633,7,8,338
12831,71,44,448
72267,63,40,273
8565,4,41,149
97592,31,50,28
98446,20,1,107
20030,57,8,142
97488,58,19,18
43887,14,48,38
21760,66,44,341
66190,14,22,273
89940,56,50,241
46393,2,31,96
50923,58,38,121
94721,39,8,136
85193,10,17,169
32290,4,30,59
62378,15,46,190
20172,58,20,56
28772,3,36,180
84088,53,50,180
197,6,36,308
68776,74,8,56
22572,38,45,356
83833,10,44,433
56501,34,46,201
42750,52,25,267
32588,69,23,425
65170,49,28,13
8014,68,25,335
21811,38,26,78
60742,50,3,327
14003,29,44,183
95114,8,42,385
68076,72,9,403
1827,13,28,388
93062,47,41,429
48427,56,48,103
70725,75,29,181
37693,56,36,180
12492,1,31,105
11273,28,26,326
5555,4,49,318
11317,12,42,424
43914,60,35,417
20616,62,13,78
52092,2,32,189
19861,24,1,98
25470,22,24,55
7527,38,50,51
52238,20,33,245
12937,1,46,49
17768,42,9,44
4042,53,28,19
33682,38,21,371
64456,41,22,380
78433,55,12,399
76789,29,2,295
80970,24,33,447
2590,42,4,389
98608,4,45,378
1623,23,13,224
30079,16,20,272
70285,52,14,37
74886,4,11,148
89838,40,46,97
23156,2,49,458
41823,63,40,173
4734,18,37,226
65527,2,8,334
17445,28,33,397
54280,48,13,394
74005,31,24,82
76181,5,18,366
21082,60,45,295
1651,48,28,40
3563,29,9,108
43170,32,24,49
48561,25,39,358
12999,7,24,72
66875,19,12,20
67465,44,41,181
83030,5,6,299
76056,70,31,26
93270,2,8,55
45853,75,10,84
26945,27,34,129
48573,34,34,289
63805,5,30,127
10420,25,43,294
37517,7,17,139
59377,68,16,356
51330,68,21,241
73936,63,23,104
16414,1,18,230
14457,15,35,247
68146,61,5,95
68382,26,31,388
35512,39,41,199
54726,29,32,331
84677,14,7,273
23229,23,50,174
40278,65,34,453
28405,27,10,444
65208,60,45,439
58989,75,31,22
30345,74,42,256
76447,35,20,66
65247,44,17,149
54944,58,15,396
21991,27,6,452
71898,20,9,281
42590,68,6,175
18331,21,45,250
16149,60,44,45
41752,50,33,304
79138,27,19,170
70210,9,6,30
27,27,16,393
81452,12,41,108
98226,18,10,308
41782,74,42,321
76263,54,1,143
24014,74,15,373
51926,13,47,422
95799,24,36,411
29125,72,18,179
70719,29,46,318
87551,34,9,172
1793,34,33,195
90127,39,42,279
44026,19,31,101
15068,47,29,17
79417,1,20,317
66057,49,23,162
24227,59,30,146
78113,25,3,154
29010,9,35,311
55326,30,28,274
68093,30,35,189
4476,39,33,421
1311,56,36,409
1677,24,6,438
83808,18,16,157
36560,65,34,165
10422,48,17,101
85546,6,35,409
36811,36,6,70
71477,42,13,458
78298,4,13,339
79887,13,35,328
18147,23,40,216
27306,34,43,364
88644,51,36,45
91513,33,33,114
20950,51,16,375
57630,68,9,187
74243,7,6,414
53231,40,12,188
54219,70,14,23
5406,31,2,110
76078,9,47,249
25139,59,35,185
48123,44,6,73
78390,45,49,459
5460,69,17,150
99891,64,26,147
89245,2,1,400
66427,42,2,35
36943,51,4,460
79316,65,28,244
62729,56,31,161
40911,12,26,275
21896,26,12,371
20260,39,34,415
26887,60,7,175
38790,8,1,107
96920,48,13,401
29459,16,22,426
92400,40,30,427
84998,56,28,214
98187,5,5,290
64660,43,8,202
21196,18,35,146
45312,9,44,193
65684,30,44,363
18860,71,9,356
1257,37,20,299
41237,51,13,19
69694,38,47,320
34532,45,48,177
16266,75,47,209
74492,59,1,220
59186,10,31,445
92735,1,43,140
95137,13,23,190
7435,16,29,128
76906,32,14,401
9502,5,41,35
56426,60,44,278
75372,75,49,194
20074,31,30,395
71449,23,10,272
2327,41,27,66
55871,46,45,373
89000,32,33,61
84107,53,36,319
8019,9,50,224
14101,20,14,17
77049,52,41,61
22628,27,7,450
20903,17,16,25
91840,9,21,188
6019,45,6,243
50725,53,16,127
5820,71,13,225
82636,68,31,435
58095,73,31,411
38568,68,48,82
97908,56,4,215
22567,33,45,321
1057,44,47,76
28924,71,36,34
6131,27,12,54
5264,31,10,238
48153,51,13,218
75818,8,30,210
11994,12,35,407
21707,34,48,322
99583,71,35,436
1938,52,4,244
50605,46,10,289
89900,40,3,60
1977,37,18,338
796,42,31,275
69461,30,36,77
82488,34,34,268
18505,48,27,248
54249,65,33,17
97371,49,19,450
14727,5,40,38
79195,53,1,226
25210,63,25,228
19284,35,37,202
185,49,21,211
92823,27,49,146
72505,42,19,157
4556,5,25,16
66076,62,41,252
11553,43,27,334
18458,65,34,334
45270,63,33,316
21198,49,22,122
59613,46,22,411
69097,65,21,385
32302,46,45,160
10113,32,6,356
63877,57,19,79
59462,43,4,88
67485,40,15,421
85724,4,41,335
19492,75,3,58
10997,20,42,260
86060,1,44,152
33828,69,15,147
2650,15,29,353
31837,50,47,185
45194,34,46,401
3621,45,22,237
14073,29,40,285
43963,70,27,65
90356,59,23,34
33189,22,14,37
95177,74,33,184
86434,33,30,356
59173,47,2,159
75582,16,36,283
84967,41,31,174
87312,53,35,77
64436,10,39,25
67156,42,13,239
70857,14,32,293
71040,21,46,188
32141,38,21,59
26055,23,14,444
86023,27,47,124
67483,36,42,78
19276,37,43,76
58946,20,7,177
28059,64,25,398
73517,54,24,443
74532,70,32,227
89202,53,34,223
82736,20,7,419
35681,12,19,242
14981,16,32,54
74126,53,33,343
34929,61,30,327
3603,32,15,190
13170,51,42,28
42694,44,21,395
21474,47,41,236
80754,64,41,44
73612,74,10,33
87215,45,4,134
11682,1,12,95
52741,64,31,210
73174,27,8,247
23851,36,19,36
17862,71,35,198
29378,51,13,120
30497,64,41,349
34702,31,37,95
20894,23,37,367
35514,73,26,261
8141,73,39,78
25386,56,17,313
28394,22,40,330
11721,51,36,143
80135,41,1,309
86336,4,27,183
98326,34,11,258
70705,29,40,210
12725,23,35,448
69413,36,45,121
21453,67,2,230
70584,10,4,215
44576,26,37,209
82866,40,34,47
13060,39,43,359
84797,4,27,32
51564,11,10,288
30919,47,22,218
43360,4,5,312
19643,42,32,361
85948,44,22,130
31763,10,17,361
33787,10,25,256
78736,64,29,457
42043,56,32,93
21092,8,50,285
2674,49,17,334
15603,61,25,195
3152,35,13,235
96540,8,37,274
77884,14,3,76
39175,30,32,433
12964,9,23,191
86386,53,17,100
94950,33,24,423
96603,12,25,23
87682,31,18,81
48554,42,2,283
32632,29,6,303
96408,64,5,363
74397,17,4,333
33041,68,38,11
8620,73,34,295
96402,25,8,400
77025,42,6,277
44198,27,28,71
13480,8,21,313
27814,51,37,295
20835,5,41,352
12005,21,35,371
18118,15,48,324
67224,33,50,400
7549,44,45,54
22548,8,26,350
4648,11,6,77
60254,24,18,27
76769,16,15,24
11917,70,32,432
39294,27,7,345
56494,72,6,332
93494,56,41,40
8442,25,25,136
23527,6,25,52
1594,42,41,102
12659,37,25,66
15222,50,23,292
28423,66,22,297
15963,3,44,13
3973,9,42,422
99381,40,12,355
8146,49,34,100
48685,31,30,446
93654,1,15,454
55812,64,47,170
67874,3,46,220
62503,10,46,436
4764,42,11,67
54603,48,49,48
59765,67,18,125
22719,39,7,210
99198,28,30,95
541,49,26,325
23920,5,11,221
64040,63,44,430
63300,53,2,15
12992,2,10,202
37245,15,50,412
32563,68,42,429
51741,2,5,365
68641,6,48,322
73434,68,37,49
68103,37,9,205
13302,12,15,224
37403,8,38,23
16253,42,35,250
96405,46,1,199
92077,22,49,425
52813,17,40,61
6603,74,17,132
11652,59,47,96
70588,35,50,259
8912,65,20,131
88496,38,47,256
3134,33,47,24
58900,39,46,403
22438,60,3,401
3267,9,21,256
37084,53,29,168
28485,73,18,450
95674,47,47,415
13693,13,14,330
37208,10,48,94
51228,39,48,132
64459,75,14,387
32446,14,46,172
51498,21,21,439
73020,62,23,88
17334,23,21,233
55189,11,12,82
96252,66,10,425
13516,52,50,48
42964,1,39,256
20970,37,41,148
14587,9,32,293
9944,51,3,450
34958,60,21,295
17700,54,39,64
53354,39,45,311
26995,6,3,389
94055,17,49,25
96610,63,38,65
73378,72,36,172
69986,5,38,54
41197,25,9,315
26028,17,16,189
88372,37,6,287
37075,35,26,323
74772,41,35,162
50857,36,46,96
520,61,5,110
8240,52,36,453
52593,33,8,257
13835,65,40,166
68535,7,46,217
17643,4,24,80
91534,64,26,154
26985,38,49,192
4400,61,13,175
30049,55,27,128
24351,72,9,433
40516,67,37,27
38380,45,31,56
85968,17,31,102
10844,53,16,237
68811,5,33,155
52751,29,36,236
60118,40,4,389
3205,61,23,292
7429,26,10,236
46161,13,50,382
75031,47,14,268
88038,19,41,25
35085,8,13,216
17885,60,48,358
50282,4,13,20
63371,5,22,302
80743,71,19,373
36504,9,25,452
86071,32,31,133

74858,49,25,448
50565,53,4,253
44473,32,17,102
12853,53,4,447
92959,36,10,427
73046,38,5,67
16393,57,8,52
10228,7,50,377
35721,53,17,275
62695,69,38,445
92116,14,40,422
6388,60,3,234
32801,13,16,236
77572,69,30,384
34265,35,15,78
26779,5,27,362
30108,23,9,10
74098,75,36,200
79867,29,41,253
10804,36,33,314
76896,6,42,350
27699,68,9,398
57435,62,46,63
29431,30,2,140
9560,72,7,252
71431,12,25,343
66891,74,29,47
38108,18,41,433
25765,22,42,252
86298,19,14,80
35474,40,26,352
35695,32,24,160
98750,63,10,437
47495,5,26,447
20864,57,1,427
34682,1,47,60
17391,31,44,218
55777,38,17,412
37944,65,46,367
49014,40,28,338
53334,30,35,387
59498,31,10,76
31864,12,12,420
43747,12,10,170
596,14,24,354
61501,14,8,233
78520,38,13,212
98404,45,43,147
40699,44,40,157
94658,32,22,263
77875,14,34,213
56848,32,16,231
76512,69,38,449
1989,19,14,205
50126,21,39,329
30874,15,6,218
10539,71,5,347
96640,5,42,368
85236,49,40,264
32354,4,15,312
51594,69,46,184
25553,32,42,44
69003,68,16,91
22773,44,41,363
8825,19,11,195
9221,40,19,235
98244,55,39,403
18478,13,46,164
20751,9,46,322
24015,65,2,142
32267,50,2,203
94755,61,46,367
31675,6,9,65
3089,38,44,448
59891,15,22,404
19355,35,28,304
87602,28,33,342
15058,21,11,332
75695,2,10,257
63673,19,2,254
55920,20,40,421
23774,58,8,189
82557,37,43,430
96084,35,20,448
92599,14,4,129
61985,61,37,100
17730,14,33,188
96733,21,11,231
37796,43,15,456
52098,44,10,152
59487,41,15,133
50756,24,25,142
81911,20,43,76
45673,61,32,133
19272,12,13,277
83392,58,22,102
40256,47,23,57
1602,39,38,285
83062,37,50,429
9989,24,8,431
54951,29,36,338
13473,64,19,223
9733,72,40,164
3508,49,1,74
22405,36,11,308
31933,63,2,95
53799,14,44,395
81046,34,42,356
10973,55,16,129
91969,50,23,164
81984,51,26,73
35254,25,5,423
48197,64,46,54
80867,33,34,15
18638,61,15,62
57969,71,33,257
14038,67,42,129
86776,43,6,48
86509,3,20,424
28394,6,44,331
21390,33,38,456
29306,1,24,243
9472,47,34,414
18208,47,25,76
83085,17,50,162
92695,16,19,454
93240,26,48,157
42810,64,7,455
5438,54,16,350
94181,38,36,154
87438,40,37,16
40991,68,27,101
28119,53,18,385
91523,51,8,401
32865,43,21,438
96187,69,16,280
65849,24,20,436
73275,34,46,322
16913,10,4,225
87414,36,11,73
7137,62,26,216
48083,10,27,83
53233,75,43,80
25272,39,15,460
80438,62,33,216
89027,58,31,66
58577,39,23,313
5689,18,25,99
77743,47,7,391
47812,14,44,119
21547,65,36,77
59006,27,48,388
11901,51,34,81
75279,19,23,171
65130,67,28,154
10273,71,35,213
74907,27,8,175
84307,29,19,269
85197,19,17,434
54344,39,36,368
5798,65,18,251
22246,27,31,162
57895,24,7,253
47392,11,23,197
61631,18,39,52
20731,11,5,203
65442,56,35,171
97608,27,49,298
26837,29,49,190
34871,43,13,441
55848,22,43,276
48660,2,1,456
54026,6,45,26
10327,36,15,339
27402,11,32,267
6716,43,44,279
67156,36,28,38
44380,63,3,408
4581,74,40,80
73979,44,6,197
92092,23,6,395
54393,28,18,183
84124,65,20,88
87558,55,4,400
12010,7,40,64
30159,52,21,353
11946,31,46,70
54296,66,33,168
53106,56,33,151
55792,69,2,315
32063,50,23,333
34486,2,48,286
9423,18,15,190
60208,5,17,18
71350,14,34,107
43639,19,14,325
31984,9,19,296
92754,71,23,362
54423,75,41,289
95307,37,28,222
8344,47,25,45
47549,41,22,119
5790,57,20,411
47713,10,22,138
56670,74,40,359
45498,72,48,455
52156,63,43,323
15337,72,12,259
41061,9,44,80
3486,8,19,153
7391,39,21,339
11745,14,25,170
47574,37,20,300
93258,73,2,365
88164,75,47,214
46754,67,9,232
97095,6,22,48
65963,36,2,177
85087,6,48,455
33651,41,21,256
47652,55,44,413
32529,3,14,327
59974,25,34,216
26686,58,45,457
78419,2,46,371
14851,55,16,322
63559,31,36,423
64575,48,45,87
41082,73,8,201
26605,75,47,351
91229,31,50,147
71265,65,30,403
56495,73,44,68
68802,57,36,69
61274,61,50,305
63926,61,36,245
38894,10,15,341
74256,60,6,440
36994,49,40,194
79345,60,47,184
58656,39,46,53
38196,1,17,410
30930,68,21,381
92894,22,29,96
14123,65,5,172
76963,27,30,402
66172,74,26,270
95531,38,32,454
69125,64,50,448
97326,58,29,95
96791,60,5,365
36946,17,15,78
52467,39,36,451
56975,31,35,181
94645,6,29,71
24339,4,50,426
45568,14,50,292
25053,72,2,427
44324,59,32,347
6898,70,1,132
8285,74,30,386
90384,70,30,145
36881,10,39,102
47781,17,3,248
23264,71,23,305
32035,36,39,394
56342,9,39,246
33794,36,11,241
94348,63,46,372
45625,48,8,453
27391,23,13,154
62100,40,7,68
42095,10,39,222
35234,29,5,65
52271,72,42,182
6074,59,42,54
99129,69,34,173
92620,8,12,195
52119,1,33,327
86354,59,34,358
39858,58,39,434
54108,31,1,340
47666,61,24,249
79421,7,44,391
21679,67,20,394
24084,72,38,417
51890,55,27,282
38319,35,27,337
50415,71,41,91
28665,10,33,246
41126,22,48,329
92417,15,37,458
95332,35,17,194
1004,20,12,410
17216,23,43,237
20880,33,37,435
58202,11,48,416
67018,17,21,411
21140,71,30,170
28251,4,5,131
23828,52,22,20
85822,71,50,18
37696,71,9,73
78220,65,25,214
7678,55,43,429
63114,61,47,309
95830,35,41,415
30842,19,42,152
7437,12,13,115
61092,38,45,282
21605,46,6,256
46156,9,17,138
18972,24,38,173
57572,29,9,212
70895,55,2,61
69127,60,4,283
28523,3,2,199
42109,16,10,391
54455,4,15,324
6582,13,4,188
41651,8,14,85
76349,75,49,12
93099,65,9,61
1635,35,16,311
97112,73,39,228
57897,70,21,369
33548,26,15,273
24135,2,48,218
47539,7,41,196
12405,24,18,38
80624,61,50,203
21121,32,37,46
14251,57,22,206
77092,27,17,96
37983,28,43,152
8409,67,50,61
13567,5,19,183
27413,73,24,450
3911,64,42,318
3779,67,19,243
86717,53,35,98
27502,73,39,342
5798,21,30,238
14035,52,36,31
53950,54,31,21
26956,15,14,76
54639,62,39,349
36649,52,15,267
85936,69,32,301
42230,46,38,230
72606,52,2,422
94071,61,3,87
11306,27,50,217
80931,55,28,397
44106,38,19,248
76493,32,43,26
54157,26,49,53
5082,39,44,56
38156,30,43,66
8552,64,41,283
21796,64,28,298
82927,46,5,257
20205,25,28,258
35715,58,19,238
39055,61,6,459
31699,29,23,198
42917,55,5,448
56135,14,36,253
80195,34,12,312
20022,14,15,416
70874,42,44,161
44954,22,33,206
2352,51,50,371
76091,8,19,112
11104,30,42,395
51681,45,19,224
87671,22,35,369
58344,7,17,222
97653,22,30,65
8448,9,26,15
47697,51,26,13
66623,10,16,324
59207,68,10,20
7096,54,36,420
98452,13,47,45
21532,10,29,274
1144,36,20,125
67024,75,33,138
74268,62,17,274
74740,24,46,404
58306,61,39,32
26395,17,46,138
92462,3,10,323
85245,2,14,453
60817,52,28,210
14728,8,21,145
67810,61,6,347
23645,31,4,202
39291,7,7,103
46211,3,30,430
12338,50,42,68
67369,55,46,280
28408,46,46,373
12870,41,43,321
76092,70,17,112
84777,4,48,444
37968,53,30,259
16691,26,45,153
35174,44,34,30
2049,22,1,215
69310,2,1,209
24633,15,7,126
37082,33,10,70
61322,44,39,347
35205,35,29,326
78692,72,47,90
42481,62,49,123
83245,35,5,274
52933,20,45,351
29233,11,29,401
88170,75,22,250
63222,62,47,369
11812,6,44,63
87872,16,5,348
86376,71,32,24
5590,54,49,409
71770,18,21,308
2551,25,14,81
26838,19,47,67
61200,69,8,362
93530,24,15,307
89510,55,15,329
52235,56,45,230
74086,47,28,449
1649,50,19,271
4899,49,1,206
57842,27,32,67
43176,39,43,212
36746,59,1,408
61399,55,24,85
54555,20,34,178
21651,32,18,278
25780,7,38,116
9575,7,23,234
95001,48,4,158
63027,30,41,225
41356,40,10,46
84455,59,18,168
20564,12,5,85
83749,8,18,277
82228,6,47,144
50982,55,25,450
66961,18,7,108
86884,38,2,449
32783,60,38,322
19859,50,21,120
47855,43,2,277
79424,46,27,422
89070,62,25,319
89870,29,31,270
79136,63,44,260
71417,47,17,346
22504,16,34,367
16082,71,23,126
50275,14,19,46
62533,3,5,329
49693,58,25,350
31151,65,4,277
37087,15,11,319
44559,33,19,340
41353,65,17,359
5844,74,11,164
87078,50,42,96
52249,48,18,371
94679,18,40,187
29052,7,44,241
20908,42,13,351
72647,21,23,319
83215,63,19,285
25984,26,11,190
42310,34,26,169
86813,23,41,48
36604,60,17,392
65702,16,9,342
85296,5,45,173
13202,55,47,20
32471,27,46,337
52356,46,17,263
86961,45,36,82
62783,36,26,405
90477,21,47,291
14018,26,14,331
55926,56,21,210
39051,55,26,157
46760,15,23,345
60974,69,26,357
89617,72,2,46
16561,45,9,173
26945,72,35,259
84624,59,18,214
69834,61,39,230
90830,59,18,232
26589,31,41,294
84666,61,11,312
48271,48,48,388
22535,9,3,303
31862,1,23,281
92651,38,46,421
78010,25,31,332
16015,9,7,97
73533,23,29,332
20997,66,48,384
78320,40,18,96
97874,42,26,331
75004,58,10,318
64008,68,9,390
66587,69,13,11
67362,72,30,52
53144,69,2,455
23430,37,35,222
68661,25,21,75
87298,16,7,29
74684,10,7,18
25755,41,8,139
96649,48,24,215
30655,12,22,50
99780,5,49,248
56744,16,13,432
17853,67,50,317
51051,5,45,432
64298,49,34,140
93522,45,36,180
15623,36,43,43
33029,16,40,446
1586,65,22,444
44001,25,12,69
78983,72,22,444
18811,67,3,268
32630,22,25,102
91449,72,9,439
9348,18,32,64
82325,56,12,38
33730,23,8,241
10535,73,22,349
1663,58,3,447
12783,63,34,51
10271,24,29,198
47176,4,32,211
5494,59,13,131
3236,68,13,106
57096,26,28,389
6173,47,30,107
24156,74,9,384
73520,42,30,27
59799,50,45,116
92817,20,46,460
37338,53,31,199
20238,10,40,219
38332,59,8,446
5931,43,47,360
15014,69,15,293
40864,31,5,355
60702,18,16,95
64740,64,46,451
47496,38,42,91
74334,31,3,195
74707,62,15,243
75266,72,22,153
46575,9,30,42
66696,69,9,104
8707,11,40,368
40535,14,23,242
33778,18,28,394
53798,42,23,181
57503,13,16,110
73069,14,25,344
20182,49,45,419
31414,4,16,153
6200,51,31,309
61365,38,20,249
78689,65,12,13
26862,47,7,124
73798,58,28,348
97264,67,6,113
42985,5,31,107
98364,35,49,255
62316,54,42,352
77422,9,1,237
99137,36,48,35
95148,10,25,433
816,4,1,47
35072,12,46,15
61447,39,25,59
59127,7,17,220
23117,50,39,231
76183,55,12,185
6825,43,19,362
20854,57,11,192
31635,27,11,373
43482,41,23,269
55492,66,3,201
40995,32,40,387
1875,61,33,93
5640,14,27,244
8886,31,4,135
93195,43,23,377
81923,11,3,202
37201,52,33,95
61025,26,6,171
59107,31,16,109
24972,47,21,112
31832,66,43,434
85621,35,42,200
27657,66,39,87
46863,50,31,391
77000,19,46,182
8086,67,13,398
84127,25,21,91
4129,5,2,32
34348,25,1,141
6344,53,32,314
84822,5,47,460
52269,27,24,354
60515,54,26,342
12951,24,18,207
16286,15,39,295
29099,57,35,39
80550,40,43,343
48000,5,1,315
36087,75,19,48
67765,24,15,320
25866,42,4,70
79302,10,22,181
57422,15,46,129
58733,2,42,206
72117,75,32,328
81695,73,3,197
14089,23,48,198
82663,56,31,313
13048,29,30,121
54756,42,11,229
73954,6,49,34
45977,35,21,267
48553,66,15,300
29880,74,33,63
75918,10,23,335
59368,71,24,17
62783,69,40,300
87072,62,17,122
92042,33,23,13
68990,63,28,118
23303,7,13,18
52618,17,37,145
23698,57,25,52
50212,19,21,322
12139,70,12,92
32990,24,45,186
97205,44,4,153
49197,24,50,80
4739,32,40,313
85415,50,34,236
94744,11,11,96
32512,46,35,194
62455,62,35,445
87211,28,28,64
41515,70,34,277
39624,36,2,190
64813,2,16,347
33242,48,34,395
30106,60,45,185
7303,64,39,10
44657,46,5,69
74623,1,9,345
58707,62,21,103
95080,71,9,377
36611,21,38,193
75768,39,20,422
64601,72,18,77
9197,47,7,137
45184,25,13,203
11355,53,32,336
26743,24,25,286
33150,62,34,50
7938,21,15,346
51536,15,7,138
26531,56,24,364
84574,12,19,409
67048,33,22,244
56488,34,14,99
71654,61,22,259
78174,1,24,111
92713,7,44,448
84277,66,13,46
18140,51,20,250
45109,35,38,160
27413,38,14,117
18088,57,30,340
45106,30,29,193
237,36,26,273
81032,25,17,45
10140,43,49,409
61730,74,4,400
13785,44,16,65
1891,25,2,86
40013,36,38,50
16109,46,34,192
84543,34,21,315
47933,28,1,346
73996,18,43,170
56217,42,45,424
64427,40,22,285
22840,72,11,359
95497,62,17,257
66353,51,19,331
60207,62,30,448
16365,34,42,37
40511,59,11,40
87147,69,9,236
20888,67,3,296
59419,21,23,180
82445,27,10,231
10939,20,44,326
69865,16,22,292
57997,39,41,116
28959,29,48,386
12879,10,34,441
36572,14,9,243
72536,73,5,183
79304,49,43,434
65273,36,14,324
40606,53,12,228
4254,42,9,450
14287,19,33,334
85560,13,39,318
69561,60,15,83
75869,75,45,243
70045,7,30,188
35295,47,4,373
84596,41,37,107
83232,15,4,115
79828,58,37,416
17968,28,31,128
24247,44,24,100
35033,54,1,69
77080,63,21,34
71377,28,22,42
52233,68,18,392
98063,15,22,360
3186,29,44,40
73546,1,3,369
57347,11,33,272
8866,39,2,27
20584,42,44,367
17566,52,8,307
64603,53,44,357
44775,17,46,438
60745,37,14,77
66415,58,50,351
78935,13,22,188
69508,71,6,228
26719,2,48,206
74315,73,20,67
20430,2,32,123
27132,11,32,184
18423,32,39,137
74504,28,3,294
32197,49,21,51
55706,13,13,102
73800,21,33,126
23682,75,27,115
92639,28,16,107
71610,30,43,352
18529,65,32,425
75695,13,13,316
17488,56,13,117
11778,31,24,348
28592,18,22,346
50245,39,10,226
51191,69,25,286
15722,55,13,307
98356,69,15,35
91470,27,45,239
70095,37,4,52
92839,6,10,121
26111,5,29,201
54007,54,49,365
86135,50,46,357
40227,26,14,319
80126,14,49,335
88383,29,50,396
70518,1,16,415
68388,70,41,360
66140,24,42,284
87753,38,42,421
49620,40,2,124
73441,23,13,174
70311,40,33,423
96606,33,12,354
21280,42,46,376
87606,27,1,62
69782,16,32,336
12121,34,14,442
66814,44,33,460
54281,43,33,161
85613,15,49,300
1258,13,47,250
13540,35,33,408
99250,71,41,154
48942,7,48,222
7298,70,12,173
27459,35,1,279
81186,6,30,435
50974,64,42,64
87416,52,12,458
10971,58,18,437
61866,23,26,29
81329,45,24,74
14578,70,20,94
83359,74,40,120
33255,67,20,301
63470,60,50,413
86670,75,1,188
24858,61,13,345
44973,36,28,160
61095,59,4,130
68693,31,3,453
28904,4,2,235
64085,12,48,91
56638,63,3,431
60548,24,20,381
89882,27,20,76
62797,54,20,107
13437,19,19,386
81863,21,38,282
19979,47,24,68
84385,75,42,13
10104,54,49,289
61823,38,34,40
78369,56,14,230
49716,29,21,146
38965,56,14,355
79434,38,24,419
38009,34,4,34
33200,71,9,406
9615,54,4,23
89520,25,50,204
58782,39,10,247
19071,22,30,267
62025,73,33,445
38016,30,15,351
51864,7,13,231
79179,35,18,452
37040,5,30,304
48577,60,4,25
52146,64,31,249
4908,29,26,50
67304,28,7,221
23961,31,23,308
38227,18,3,314
30107,2,48,443
9175,23,29,183
7505,69,12,71
68667,73,8,440
23178,75,42,279
46014,72,40,441
81314,1,28,93
6154,46,33,419
59862,75,14,317
74599,64,16,263
94519,31,7,15
9835,55,13,111
56906,34,33,205
30938,35,22,42
10777,21,10,199
68081,5,12,399
7684,4,22,281
98053,15,36,340
17092,49,6,329
75363,13,9,302
32527,4,6,147
57845,1,10,345
67435,4,17,107
58047,60,33,53
94703,35,27,391
49584,37,20,47
89954,73,17,165
50238,45,41,100
34256,3,50,160
23895,73,18,342
23051,18,45,214
35186,50,23,263
6385,7,17,102
61730,14,16,246
2773,21,4,43
3817,66,21,138
48798,16,4,146
14930,14,4,388
51736,2,11,35
39197,62,39,458
7676,19,17,190
17429,62,16,275
32077,62,5,31
56250,43,39,193
43263,8,23,13
44184,64,22,366
5290,16,46,77
98070,3,8,42
89318,4,44,219
56382,37,1,80
81753,37,50,441
88323,56,30,252
48627,71,23,295
35680,41,42,299
70115,51,26,378
70615,64,18,335
67595,42,16,97
32541,8,9,256
10464,20,17,17
21564,57,9,77
54577,45,1,366
68919,8,47,192
43083,67,12,10
86885,59,39,106
88058,70,18,161
21436,61,39,419
85274,33,6,454
5302,20,43,80
52055,57,30,332
18204,74,25,207
32257,52,38,442
20377,74,32,83
71454,11,48,65
20465,41,46,233
37972,4,6,380
82214,51,18,282
9692,16,2,397
73777,31,50,92
76576,57,21,135
73744,62,43,168
75280,2,50,130
89634,54,27,120
27521,5,23,108
63407,22,49,73
11027,36,26,315
25958,11,45,389
18737,41,28,87
55384,62,34,249
6529,34,1,115
1869,23,39,48
44277,46,20,331
98678,10,40,137
8553,74,34,180
20935,25,4,295
6193,56,32,225
73322,71,42,440
66666,34,8,273
9542,16,8,272
57881,7,10,105
44055,61,37,56
329,41,12,351
74761,3,34,253
66257,25,17,262
32959,60,27,303
21215,53,43,146
