Store,Container_404,Bad_Subs,Manual_Pick
87025,28,8,1
60615,15,24,89
23213,75,18,9
29551,21,8,75
62675,28,30,70
53476,65,12,53
10573,66,2,127
26036,32,14,19
13909,68,32,91
9808,59,42,29
34813,46,45,43
49741,59,35,87
25142,75,24,126
83358,18,31,137
96953,37,43,87
35598,19,28,19
84492,24,26,119
71653,60,47,34
1944,67,18,98
90435,53,24,15
1484,74,33,86
88618,63,40,80
62391,20,3,129
54321,64,11,138
81435,45,46,115
44095,17,48,57
89010,40,38,50
92252,56,37,124
15236,42,26,68
25980,67,3,89
87495,22,47,65
68372,52,49,138
42830,59,11,12
10577,9,50,39
55909,21,21,127
57008,50,49,10
94127,41,3,105
77091,72,26,45
28541,72,38,73
90954,32,28,78
72652,33,16,24
20872,23,30,103
83779,34,29,63
33722,69,17,101
66241,57,34,108
10228,51,35,143
26450,59,1,64
72044,57,39,21
9866,55,14,85
76699,64,13,133
4394,70,2,87
3661,68,6,2
55828,64,25,98
381,34,23,59
2491,10,29,73
24138,20,7,145
14030,49,32,79
28432,45,16,115
18454,41,4,86
80303,53,32,93
98267,8,24,100
49041,6,42,144
72056,14,2,133
16976,12,42,27
90247,64,3,17
39854,67,14,34
62937,31,15,113
69957,71,17,30
14183,64,41,21
79652,43,10,61
99481,75,40,100
27533,6,1,86
15373,41,37,55
91617,5,39,112
18242,64,44,2
56291,50,2,15
37293,41,28,134
52574,36,48,116
61416,7,9,115
30835,51,47,84
16828,32,12,25
63929,14,24,38
51203,12,11,47
21871,14,49,21
46676,65,9,17
26692,30,6,133
66883,31,46,6
31940,45,9,135
92531,51,32,46
52320,47,19,48
50139,62,27,116
74839,43,9,27
23389,73,8,64
67529,57,16,85
96575,24,21,125
67992,72,31,92
11919,38,48,114
52445,47,4,98
77558,42,34,95
80749,30,42,105
75306,27,18,61
9039,10,17,57
24811,26,41,122
39422,48,13,88
63493,73,45,115
81836,10,14,30
13203,31,8,9
23959,10,44,74
34834,36,20,55
59493,11,40,5
22949,57,26,46
87865,20,43,91
8918,39,19,58
36343,61,8,61
70526,11,20,133
85013,31,47,59
32582,6,42,147
6940,58,33,107
91849,73,2,44
19372,59,14,28
44183,73,37,73
46174,63,13,119
81889,20,49,108
48256,9,10,123
22136,65,47,55
81863,51,8,80
19420,48,25,122
23908,49,24,114
35656,10,29,107
4653,74,43,146
40822,8,2,39
90371,11,49,53
41250,63,42,35
80851,69,39,73
92558,72,39,59
92688,42,22,40
14191,33,40,59
74934,28,36,87
28444,45,39,71
17995,18,14,125
59802,17,28,112
83505,16,34,81
48707,14,21,25
11949,36,39,66
58971,61,13,12
52620,52,3,117
29372,14,22,94
81321,11,35,20
64523,51,14,18
32181,70,2,10
96001,41,33,43
77669,66,35,75
38524,66,12,44
843,17,19,12
33073,48,42,89
36211,39,42,134
56324,66,41,66
69334,11,47,117
15958,21,12,142
14983,71,36,101
63022,65,29,147
5543,49,24,87
43025,24,27,89
2998,31,12,119
28357,11,43,17
51591,44,37,76
97937,49,28,40
88873,41,40,68
80737,68,3,34
78612,54,26,107
77249,19,33,141
47876,59,33,132
95949,41,39,128
67156,14,36,53
79833,59,12,49
4883,33,49,106
92299,61,5,116
6531,43,34,79
73834,41,35,71
47280,36,17,96
34298,38,31,47
26555,32,2,69
84728,42,34,82
97050,66,43,65
11281,24,20,96
41826,11,15,39
89026,51,10,6
83895,72,10,57
2641,11,9,2
4552,67,39,21
54542,50,42,22
21635,23,45,13
32498,28,5,150
94472,49,31,37
61515,68,14,1
84339,55,43,94
3082,35,20,36
67681,45,47,134
9960,23,2,144
50564,57,1,105
49158,64,24,61
62725,60,28,132
7616,14,10,102
33358,30,5,19
18616,32,38,79
79413,6,41,119
30771,72,18,75
38218,6,20,94
54135,65,21,143
69870,60,41,98
84822,41,11,137
41906,50,49,132
46619,5,41,79
92758,34,31,84
92470,55,44,84
53386,21,19,104
64584,45,18,52
98051,65,50,15
28770,59,19,13
67572,55,27,75
52828,19,10,149
29351,16,42,72
83548,8,18,125
54665,6,20,36
87390,52,32,19
10334,27,32,119
84771,40,15,123
36370,61,13,10
19358,18,42,52
50752,49,33,24
88274,46,46,2
69648,38,29,129
99160,52,2,83
52302,35,46,45
79496,9,4,65
50236,57,26,3
73194,72,12,62
90251,51,49,143
85107,56,47,5
98698,73,40,95
93191,15,15,66
61033,50,24,15
68898,49,50,125
94762,54,40,47
9246,68,22,26
66610,30,35,68
18195,50,28,39
68710,14,33,13
181,57,15,73
34029,67,3,137
28650,45,29,110
69455,12,40,109
89337,35,33,89
58496,38,36,133
77354,7,35,124
84161,6,23,33
19879,38,1,133
98135,30,7,117
4582,35,43,24
39443,40,7,3
49392,13,1,71
76284,30,19,26
32546,32,1,97
35264,66,50,141
30440,71,27,13
88080,37,23,9
52628,31,9,119
3806,52,10,133
5000,16,11,21
80410,54,27,60
75036,18,4,44
87947,62,42,69
43268,73,22,67
70499,75,2,145
29562,60,36,103
73021,41,22,87
54094,69,10,27
8507,50,23,72
88179,42,21,86
55509,7,17,111
18017,67,35,3
12512,71,17,145
17240,59,17,111
12396,24,4,101
66267,30,44,71
46062,8,14,3
67832,71,36,137
73748,31,6,144
36208,9,33,74
38846,9,6,114
63707,14,22,142
90904,23,8,105
71233,9,37,122
52081,34,40,93
99141,72,16,133
19725,10,44,55
19497,71,7,83
50720,58,9,26
20813,18,32,131
25222,7,49,48
9819,29,24,8
38100,71,20,57
19634,73,25,60
95805,65,48,12
49909,17,13,75
72737,68,24,3
46486,20,35,143
95192,5,46,104
94957,36,47,103
17947,41,8,8
21382,25,32,123
98389,32,3,23
72912,29,5,31
65148,70,45,115
56651,28,26,122
74725,68,9,99
7998,66,31,29
48376,48,5,29
77249,65,24,89
13070,36,5,104
43584,55,36,127
66301,19,23,117
4657,33,18,74
58796,34,43,33
96357,52,34,92
5616,11,28,28
95260,18,38,51
15997,38,43,43
37965,61,40,30
57227,33,26,38
73250,52,49,149
69813,5,31,27
12616,21,46,38
31948,61,21,149
96436,22,40,114
11258,29,41,21
66135,63,18,10
57709,57,9,134
28456,75,5,143
37092,38,16,127
66352,11,35,11
68368,24,29,60
24338,9,35,38
89910,46,22,34
53183,28,28,129
68902,46,35,106
95935,53,12,104
90914,32,45,46
88555,21,45,37
33607,57,22,127
83304,75,3,56
41590,74,14,109
81590,13,50,20
87429,45,35,25
67019,9,26,84
39372,18,1,105
19071,34,44,27
77190,65,11,113
90708,49,2,2
19430,24,14,63
87628,45,37,83
52922,67,31,76
75968,40,15,96
54237,69,47,103
14385,48,25,55
63304,13,32,46
41607,27,32,89
96238,62,18,74
64139,45,19,68
37897,67,22,52
11090,10,11,102
77025,73,2,113
54801,8,26,108
25478,45,4,120
53580,58,9,100
77553,22,34,138
34059,42,20,150
65390,63,34,39
12945,12,2,58
91757,42,1,48
93403,8,49,66
3864,26,40,48
55240,15,29,57
99046,67,15,39
51484,75,12,41
89292,60,33,105
52610,52,26,85
87221,49,17,147
93498,9,18,64
27566,71,16,4
78471,22,32,15
21391,30,18,71
48592,72,13,49
52403,17,7,97
99563,52,22,88
8106,26,30,134
94339,36,25,46
30906,30,4,65
22182,23,26,66
94427,67,50,29
9806,34,33,110
87756,24,33,31
95238,75,11,95
12252,57,38,64
4479,14,29,145
80624,38,17,140
53203,47,11,4
55098,55,34,62
61296,57,12,60
16865,36,11,136
31367,62,4,130
39105,32,6,128
20325,13,21,91
22317,23,20,84
82508,67,26,55
98047,46,31,116
24388,52,26,55
96847,57,11,34
22408,44,19,12
49212,55,36,128
6238,68,25,114
6871,59,23,108
38686,36,43,20
85419,27,36,13
65956,12,17,124
73413,25,22,104
97069,48,11,11
24448,62,35,100
96375,61,7,1
77996,16,28,100
9868,72,6,102
63657,35,50,10
93321,68,22,131
95204,41,44,59
59215,32,28,97
55844,45,2,62
20395,67,14,97
43219,67,45,9
97807,22,14,95
83134,62,13,4
39788,73,10,136
42688,9,2,1
13003,64,12,62
50399,54,15,40
28377,58,31,118
3556,63,15,34
77764,55,22,88
12552,45,14,59
20338,20,15,86
95790,45,9,28
35877,35,34,49
92785,8,46,108
62471,60,25,32
72717,32,24,96
56304,57,8,121
40999,63,43,50
69755,61,23,103
15348,46,47,116
28268,37,43,5
63373,43,29,126
70683,6,2,8
23236,39,12,72
53967,69,45,123
18694,57,17,41
17605,75,14,132
83931,5,47,82
39547,55,39,15
69341,61,10,44
33510,52,25,79
37830,19,28,59
51409,66,16,100
35725,56,13,38
35517,56,2,8
42226,25,40,81
52434,65,37,123
89790,13,24,88
53785,74,29,122
78888,23,6,41
79242,29,24,25
48392,63,27,41
26997,7,8,49
78569,9,16,57
6447,70,30,142
2187,52,41,111
31357,30,28,41
58384,43,10,147
33531,60,43,48
96568,53,43,5
71807,29,32,49
4826,30,13,24
72516,15,41,43
89829,20,11,111
4256,25,41,142
79302,47,23,91
72676,9,33,65
28982,23,38,87
99308,30,2,146
45609,37,4,143
63148,44,2,5
41347,8,30,50
48512,44,23,105
36013,67,43,80
1074,69,7,125
85855,51,26,135
61272,31,27,49
89766,56,28,132
8286,61,24,40
34660,54,49,129
22036,9,41,122
43000,23,39,46
52443,18,45,97
87882,8,12,100
11931,54,9,105
67800,19,37,93
538,6,38,122
77387,53,14,85
90571,21,36,73
56743,38,27,71
13855,61,43,12
75798,31,3,101
32215,24,50,110
69104,73,49,77
74633,58,18,110
99398,58,32,149
85214,69,22,114
43452,35,16,27
2153,7,17,38
77462,64,17,112
58770,62,11,108
58477,24,18,84
84486,42,37,55
37304,15,15,30
39011,67,8,30
98542,65,6,77
54265,60,38,86
92969,31,44,76
46448,40,35,93
21557,26,33,121
51081,9,18,147
91578,42,33,117
56446,52,33,119
36185,37,12,130
99378,60,46,83
75936,12,25,146
36600,12,10,43
17955,34,23,62
39512,46,47,105
82687,71,48,61
38755,27,26,25
52124,48,5,17
81452,9,11,149
79549,62,18,113
2588,61,30,41
55398,58,26,62
75027,50,33,35
90650,53,38,15
38417,31,20,24
1554,70,36,116
72256,56,8,68
84165,7,3,74
40206,41,47,24
1081,36,26,19
80706,57,19,141
39462,64,32,110
98861,21,33,17
59474,53,19,77
10814,21,29,14
11017,8,11,13
89632,48,41,44
47880,64,23,135
80587,15,31,109
57988,10,23,69
50342,5,45,110
16859,19,8,10
11548,62,35,56
35421,74,23,95
38309,22,27,107
92920,75,27,109
91537,65,16,66
56666,6,46,62
66559,32,15,56
20608,65,46,104
80892,74,43,33
11610,31,12,52
30451,30,41,35
89172,48,12,2
72169,12,50,150
63240,57,10,121
12567,53,20,77
79039,21,45,23
11215,11,2,31
27765,32,26,136
49150,7,36,30
61340,29,22,66
23164,62,36,134
46132,27,35,91
89731,25,30,97
93751,58,10,132
8265,9,28,53
71804,67,6,95
91502,50,5,32
49300,7,38,3
38544,24,43,34
9397,56,9,24
46356,36,38,146
3147,49,28,126
29203,46,12,52
15158,36,35,127
9971,44,24,17
59755,32,42,59
42200,35,49,67
59464,12,27,99
61019,28,35,41
44567,21,32,10
5026,16,47,137
80316,50,23,103
49013,29,37,132
13342,7,31,127
88713,31,9,17
71864,52,35,112
22289,57,3,141
84152,53,2,112
39295,48,29,119
79631,23,19,75
82306,28,14,121
4251,60,31,37
66335,47,2,25
70666,70,46,51
34646,67,33,83
23426,66,44,41
15400,58,5,118
87123,52,33,53
91083,31,44,139
44569,39,23,133
29939,8,44,136
19887,30,35,32
54169,31,34,78
14336,7,33,133
33059,40,49,1
58404,27,29,132
4251,66,27,53
73512,57,50,150
81046,11,37,14
31675,66,24,115
1459,15,16,1
94483,43,13,9
99935,58,42,41
96863,15,12,27
16933,37,27,50
45078,6,9,150
99933,25,40,20
75427,69,19,64
52021,40,7,107
69742,49,12,98
41117,37,27,49
28039,9,39,105
95780,45,8,44
33685,27,50,121
7381,29,45,67
48884,15,7,144
59910,30,8,32
28007,40,23,51
35132,66,22,135
17703,26,37,145
92093,46,22,96
31948,43,46,22
88467,58,6,16
57211,52,6,100
4762,12,36,124
47108,73,9,41
20779,37,46,13
74930,45,41,124
35856,44,1,129
242,39,9,53
43190,53,11,111
47534,40,21,16
86298,45,5,33
76190,17,39,132
71399,42,48,94
50408,20,23,15
95806,14,16,22
43375,41,39,124
79366,10,44,138
48465,57,34,62
17566,60,3,50
48005,21,8,59
42749,52,19,101
49697,65,7,124
98381,59,37,140
22116,50,40,82
82166,36,23,134
63647,41,6,54
99527,75,43,148
71882,27,28,125
79899,72,34,30
18807,16,22,99
22890,22,8,34
1494,53,19,79
52288,68,28,71
14636,13,12,33
27883,36,15,110
32385,12,38,140
69445,48,27,49
26742,45,28,49
75598,71,4,70
11421,35,13,116
4009,34,38,62
68171,24,27,109
64195,50,38,42
53686,42,35,16
56206,74,29,74
30590,33,7,77
25112,50,21,23
67746,57,8,53
17268,55,30,60
83668,71,11,47
27986,15,2,18
64093,40,39,5
30359,43,33,122
26415,10,31,43
56867,48,6,18
29780,52,38,107
87030,6,21,44
94959,35,48,67
30300,71,43,120
49883,69,14,57
56737,52,28,30
33857,35,21,87
5791,11,6,21
7517,12,29,51
77650,42,19,121
49487,47,23,137
45412,32,21,146
25257,33,35,63
16862,35,25,18
78941,48,6,74
81846,40,14,40
95522,73,43,68
19508,58,21,111
18320,20,4,39
45826,15,17,68
61788,51,18,54
82226,73,24,139
43620,66,46,120
76133,13,23,1
45362,36,1,41
962,29,15,27
31425,52,47,29
54632,46,38,35
36746,71,49,42
7286,52,15,64
68237,40,39,120
59336,42,1,72
66865,10,17,83
79476,32,43,1
39837,13,19,67
56851,44,13,142
96110,37,35,7
88619,39,4,79
78065,42,4,129
35415,75,41,80
10495,49,2,142
97933,16,36,45
4851,37,32,32
84565,30,18,61
31732,16,1,46
60243,37,30,88
44475,12,14,91
80910,62,27,105
73079,22,45,1
93607,54,13,102
81472,49,25,111
32342,24,14,121
60,38,33,31
88231,12,46,24
31114,73,12,11
17132,22,29,82
36201,73,26,88
67948,38,25,8
39090,16,23,125
34203,9,32,106
68837,62,7,31
81221,20,21,65
94022,67,8,98
22496,71,38,80
38073,45,41,103
92592,52,18,67
77821,15,48,137
12386,14,21,24
9259,51,26,13
1469,58,22,149
83645,48,7,102
71248,68,15,119
8337,68,1,134
32356,72,24,92
43709,54,21,2
20284,57,40,36
29894,17,21,23
6235,20,25,49
54899,36,32,81
4694,26,22,8
75359,36,27,40
96344,18,24,115
9457,6,48,22
12463,19,19,149
10397,33,42,72
60247,60,36,95
6196,37,40,129
90881,39,4,18
70438,37,41,16
41670,5,38,76
60261,74,12,137
76508,68,24,117
63553,42,16,35
4894,55,40,30
87724,14,1,103
85258,72,33,1
89730,30,21,60
49201,55,41,139
46610,11,30,57
40183,64,31,147
5118,28,38,57
24759,29,32,79
25508,36,43,150
70760,54,48,136
58832,72,5,16
39252,33,40,33
67046,62,28,120
28520,43,47,106
36518,5,25,110
83364,34,14,83
1630,35,3,2
81925,59,1,118
42706,67,38,137
4247,74,7,80
40253,29,41,144
99328,16,3,107
8162,54,11,107
18348,68,38,113
83049,53,30,70
63309,36,26,93
35247,49,48,98
94149,75,16,135
87020,71,39,23
11273,5,45,22
27974,11,44,77
64490,21,33,109
56386,19,25,47
35953,67,50,21
6716,23,18,7
14181,45,8,38
13217,43,20,19
63299,26,43,89
33752,46,25,68
17809,58,2,83
5712,27,14,55
58182,40,1,52
77549,56,47,141
52743,72,19,43
88960,75,28,34
35550,18,45,60
75643,68,12,137
72889,22,3,99
53145,8,27,38
11462,34,23,6
62428,25,22,96
43291,18,45,139
72305,15,30,28
63804,56,8,30
86753,48,45,109
45755,32,35,31
95564,19,13,129
10319,51,5,94
76306,45,18,128
72430,65,40,62
20367,35,16,9
78890,52,22,50
8288,10,31,110
89312,20,40,21
60406,13,11,68
61774,75,3,118
55744,57,32,127
32868,49,26,76
28144,14,48,20
53314,52,21,34
14475,11,39,13
46110,22,1,5
21191,39,41,43
43377,69,38,104
68688,28,13,131
33264,27,23,67
36240,11,35,56
16467,67,13,99
15864,42,43,126
43146,14,5,110
39451,73,26,29
37995,44,15,62
34493,63,39,126
47387,41,2,145
24768,38,42,117
54307,54,18,70
15853,71,19,89
55688,6,9,118
29649,75,42,143
51577,63,2,23
35631,26,23,16
13250,27,34,54
54784,63,48,28
79730,8,26,57
76528,60,14,42
30639,61,20,10
19339,19,14,85
33117,71,32,60
59981,19,40,104
62369,19,6,143
26919,64,21,123
83139,48,43,102
31559,43,50,29
93540,37,9,146
34974,63,6,39
92939,37,4,54
32455,28,40,54
76879,15,43,55
71369,16,23,44
38657,5,8,148
43934,47,7,102
84450,26,14,95
29636,74,21,118
62224,21,8,136
91439,56,17,107
14313,52,50,75
26361,69,32,120
27185,28,17,110
54828,34,39,137
83374,55,4,126
29162,10,32,107
29853,51,28,142
1951,20,37,111
95884,25,8,49
76206,23,49,104
91701,27,8,67
28187,40,26,104
99953,36,37,38
56342,66,32,118
28256,43,38,6
48868,14,13,32
71446,37,44,86
69831,34,46,131
86876,73,43,6
78472,28,22,142
2831,47,20,40
84082,58,10,60
1353,19,12,31
18311,9,31,105
82336,12,17,108
7058,6,13,10
48459,20,46,128
49021,16,48,5
38242,59,34,75
62356,56,19,54
39516,70,27,55
30120,75,5,104
72934,72,21,48
42315,18,8,80
15684,72,25,88
25722,71,7,2
70126,66,22,19
78641,24,20,40
76363,34,48,128
68829,38,3,100
45173,7,31,113
75044,61,31,37
61960,64,31,94
143,10,32,95
25984,18,47,141
90214,10,2,14
11187,73,29,109
89426,26,21,136
89536,37,4,89
1874,45,42,96
6856,21,20,67
65228,9,1,50
93834,42,34,87
61390,58,1,94
31264,37,2,39
22053,51,23,97
57348,56,15,149
90358,72,37,104
83255,29,34,50
91674,72,24,78
47681,32,8,133
5905,25,29,45
73973,17,50,91
91480,69,38,60
94986,36,6,19
26227,67,43,125
85902,49,25,74
75851,46,34,85
20273,37,25,140
21947,12,45,139
21318,29,9,64
27145,41,50,95
73399,57,13,114
70670,71,4,6
35545,42,39,73
99576,60,23,146
66580,23,16,34
91475,61,31,41
6218,60,50,63
85036,67,45,41
96329,49,24,82
99081,5,45,59
85007,75,44,68
95934,53,22,34
92879,67,35,138
71673,56,7,103
57939,64,7,108
72664,73,33,70
86513,75,11,75
60009,16,39,20
70543,42,5,82
74708,26,35,102
9633,31,29,19
41365,73,16,116
28877,41,23,9
46226,72,43,40
84935,36,41,33
43065,62,15,92
6505,8,15,12
46381,53,37,142
71371,14,21,45
89914,60,29,150
51994,53,26,58
68307,59,9,91
70315,41,21,141
46721,13,4,113
97622,70,23,33
51006,15,23,80
79350,25,27,39
81443,39,22,120
17096,31,40,41
51399,15,26,69
91032,32,50,59
43760,59,49,60
1892,25,3,135
17690,75,11,76
54841,23,8,26
32959,51,44,95
85851,61,8,11
905,8,45,82
5721,13,20,32
5776,54,6,59
90787,46,1,121
44734,63,32,104
45011,22,12,126
50492,32,11,71
98280,69,26,124
50567,68,17,56
40080,68,10,71
96216,11,2,7
92107,61,47,127
76123,56,21,88
84555,12,13,100
91401,10,30,91
27924,35,9,103
27941,73,14,74
36086,68,25,99
29919,31,49,58
51393,21,15,5
93091,33,24,49
94278,55,11,89
71452,21,49,147
50051,67,10,99
96552,21,42,23
90787,28,9,121
79360,16,50,8
61835,9,21,83
7640,21,20,65
45402,71,38,143
1695,27,32,110
3045,10,4,59
49242,75,37,25
40676,26,32,121
46770,49,50,94
8677,63,5,95
82338,23,27,139
38523,48,3,52
40097,53,7,29
42303,75,20,21
32386,58,3,128
15485,47,15,129
40408,52,38,56
29890,52,2,102
66970,25,12,16
48484,29,49,72
44980,44,10,137
2634,31,48,121
61229,20,12,7
19369,67,45,61
59169,58,49,36
6480,74,34,2
16966,22,10,115
47060,46,50,33
61346,38,22,12
21381,19,42,110
3545,54,8,63
97891,17,42,25
77247,12,41,90
26065,36,26,65
51156,59,48,81
77136,35,42,70
77704,42,46,93
72008,6,39,69
57120,54,1,33
96316,14,30,145
17753,25,29,108
80082,48,15,49
33288,61,7,49
97425,72,13,32
50048,23,42,45
57945,9,30,78
16614,74,40,149
92794,25,47,29
98029,10,35,102
19590,64,40,68
20576,54,20,10
78017,36,30,71
40574,74,20,64
58710,11,16,141
26835,43,50,34
24299,6,41,149
1259,24,11,81
82679,34,30,91
95983,61,6,120
94096,60,5,29
65315,44,5,111
11440,64,37,28
3560,43,14,62
72371,8,43,78
18622,19,31,144
83299,69,9,123
9586,24,36,124
5758,63,34,60
45919,68,5,146
72125,59,13,127
83196,10,13,120
72575,5,28,99
95596,54,36,32
95120,74,27,28
53152,12,11,12
64923,46,38,24
15152,14,26,6
48679,15,48,3
19758,75,48,2
41055,53,4,65
45822,10,20,145
83938,69,9,83
6297,21,33,73
29160,19,50,21
96746,7,40,43
97441,65,30,140
44345,70,42,96
88224,45,27,141
96905,64,10,33
76601,35,6,32
25513,62,39,21
11386,18,2,66
9611,45,5,102
29108,67,13,125
2891,51,31,84
50636,12,20,90
63350,71,33,47
13227,37,35,123
3446,50,45,106
52561,19,9,72
26622,54,19,37
88514,73,37,17
25333,9,24,55
55030,53,34,5
71596,25,35,23
4127,47,15,150
33248,44,14,131
49408,44,26,4
57016,73,32,83
34132,43,31,131
82720,35,40,46
74171,5,33,62
57850,34,42,128
86623,14,30,41
42778,47,20,68
65419,75,23,80
11802,60,43,29
16064,9,4,123
15379,35,27,75
41416,38,35,96
64261,8,26,93
97678,63,4,118
26257,49,17,32
76318,39,40,131
35213,55,4,12
82849,16,39,88
94933,25,4,51
31885,61,11,110
47123,35,45,128
45997,56,47,5
41432,57,28,119
28568,46,50,4
21670,5,27,67
68931,16,31,43
60550,34,6,115
16780,12,7,40
74604,43,22,29
91860,19,30,56
95086,6,22,98
82529,53,10,90
29768,32,20,134
70710,31,16,144
31529,26,30,149
28301,61,31,139
18593,63,36,15
16401,19,21,117
64632,54,9,36
58152,39,45,69
20012,63,10,3
16363,15,19,137
67540,39,12,88
90899,47,32,50
53854,72,4,70
68829,8,22,35
41715,23,28,85
39992,33,24,11
96456,59,38,125
99715,20,1,45
71594,8,46,121
78422,45,40,33
58764,25,49,122
2933,73,42,30
2097,74,44,131
72589,57,46,62
71360,47,11,87
45433,67,30,114
8147,51,1,100
50012,24,41,23
62967,75,20,31
14476,36,6,46
63427,42,48,71
47522,56,39,130
60733,11,37,49
67333,14,22,103
21367,70,34,29
33771,5,37,80
50335,18,45,80
99805,59,19,139
93217,25,50,88
52534,72,26,96
3347,37,17,80
11716,21,34,94
30003,45,35,142
5502,62,10,106
96450,16,49,118
27571,65,22,92
13834,19,26,40
83998,71,16,94
70467,17,40,13
97646,13,15,77
88167,52,13,63
88296,54,48,35
27449,73,15,79
45340,25,35,64
58309,66,37,98
80921,45,23,53
61475,30,13,67
57843,55,43,25
96002,38,27,79
80668,47,44,127
30592,73,12,17
63185,48,42,97
27412,40,9,77
37387,39,43,1
89956,49,45,101
66958,70,13,6
53923,64,37,44
9779,25,29,132
9149,65,14,100
16583,32,29,112
51208,46,13,19
47479,66,23,129
85228,13,45,120
6061,66,17,63
22160,51,21,114
67879,29,27,75
95653,49,13,72
50041,10,30,140
54811,31,14,42
31112,37,31,81
48607,71,17,22
7374,70,32,142
81810,74,6,114
25286,52,28,71
11179,74,21,19
22557,60,50,121
45428,68,5,106
35997,70,34,63
55603,26,47,23
75203,74,42,15
44434,12,32,19
65917,14,27,36
14259,10,37,80
63127,52,24,123
25427,73,40,132
59956,74,38,107
81950,67,43,119
54954,43,24,47
82158,12,4,148
13980,13,11,37
87345,58,34,51
19252,18,30,37
42146,11,33,142
7914,33,8,22
45186,40,50,73
30834,6,10,94
12391,23,29,105
84081,32,48,43
77977,32,30,44
40377,10,23,49
41930,43,38,119
79413,66,44,34
65250,6,41,10
15459,9,16,24
13754,26,14,93
98051,50,33,39
92492,43,23,75
96390,55,33,91
26799,42,20,16
70304,24,5,48
3601,65,14,118
18952,46,10,20
7426,49,38,106
96421,57,40,148
5365,43,5,106
6533,36,9,104
9994,56,17,143
47777,52,15,66
93976,13,4,123
61422,37,4,96
28484,53,12,81
13271,40,2,54
57573,16,39,50
78849,6,19,130
66295,36,26,58
95622,55,48,93
4839,16,24,99
26131,68,36,27
66161,31,34,58
41083,51,37,42
33588,52,20,135
34613,62,32,132
86692,56,8,109
34284,29,3,119
36579,39,34,140
95872,36,1,79
22354,54,2,95
10380,25,9,43
49420,25,15,77
96779,69,14,91
46316,39,30,63
7845,22,30,132
4502,73,22,3
63476,74,45,98
22997,27,27,140
29303,7,47,20
24853,16,31,32
967,58,40,36
55354,47,39,56
93503,52,38,32
38748,43,29,96
63400,47,46,125
1907,12,40,24
84328,12,40,28
35544,21,1,139
39311,26,7,132
74574,53,17,84
95118,9,30,73
32655,19,40,143
8087,48,39,26
67277,6,34,48
842,34,17,88
53820,68,42,23
19641,6,27,57
28141,32,6,125
37800,13,26,145
95412,53,31,13
60386,28,23,3
80891,34,10,18
7737,73,35,127
16862,22,16,113
51819,24,7,52
65230,14,23,16
67072,43,19,103
42649,68,31,59
46467,22,16,69
2006,55,32,45
81985,62,28,84
60099,33,44,121
25675,43,16,15
30845,42,9,64
13128,43,18,133
88041,41,44,22
98670,21,33,141
86115,72,28,143
7882,64,23,123
74663,31,3,83
93375,68,10,36
12948,32,12,28
97973,30,16,102
34486,26,1,76
22932,74,24,105
44788,32,35,2
43367,68,26,46
73859,58,27,21
80816,52,42,111
12405,44,47,138
80061,21,8,92
31046,11,16,29
35787,75,29,12
54474,12,33,144
83132,65,17,60
87630,18,17,58
26605,6,50,45
50804,29,9,53
20302,60,28,32
33054,55,20,72
23885,65,2,34
93247,57,22,148
68216,26,26,101
31419,64,27,147
14522,59,16,36
36739,66,22,134
94501,50,9,106
79991,20,4,32
44764,70,43,9
80992,20,33,145
27647,65,33,10
40341,43,10,64
55825,33,43,149
20859,53,18,140
19685,57,29,146
16820,22,45,58
5709,66,33,28
20592,10,36,3
88821,13,35,96
71666,12,12,121
71069,38,36,23
87147,15,29,87
2264,71,40,50
42260,49,10,4
44407,31,21,52
22379,26,8,146
40183,11,27,70
18800,54,17,112
4505,32,27,77
5762,8,29,133
33537,32,49,68
23789,35,48,122
60090,48,14,82
5958,53,6,39
37993,39,38,17
35605,6,24,22
17601,65,19,3
29038,32,28,74
55839,9,22,150
70067,5,27,72
23981,41,8,72
29751,19,13,113
81690,40,20,77
16008,72,44,92
91718,45,11,141
20573,8,7,11
29249,71,10,61
18241,24,47,76
39474,66,40,13
39965,18,20,20
77642,50,31,58
7753,74,3,139
17576,33,40,13
55173,61,30,14
92262,28,8,109
598,14,21,100
30823,11,34,58
54680,44,36,50
93108,22,3,132
76417,72,34,122
74045,18,37,57
3243,37,46,100
44874,20,6,20
2553,40,43,122
43528,56,36,118
31539,46,29,136
50090,42,3,105
36302,33,7,111
97905,17,23,39
56210,23,38,58
59603,23,37,149
71660,39,43,133
28844,16,19,52
5184,65,39,65
72197,57,1,81
83648,10,39,67
98056,71,9,70
46470,50,44,77
94089,68,49,65
27893,36,8,10
3508,44,4,68
19391,74,40,36
8288,16,14,126
27869,70,18,57
20319,43,50,96
61935,36,15,100
38294,15,45,103
89004,55,19,81
7081,31,3,118
16195,47,1,61
83555,9,4,74
6077,47,29,77
9730,48,1,101
54703,59,50,20
69051,5,40,125
11865,46,37,26
76277,28,33,58
76044,14,12,81
55727,16,9,62
95312,70,24,40
93297,45,31,103
73821,65,48,133
20750,12,10,20
55274,16,44,91
33032,6,45,47
53008,19,43,102
71392,10,41,56
97608,52,37,88
1877,8,45,13
39285,34,38,96
36233,8,30,4
65922,37,14,63
7097,73,21,137
22852,8,17,68
2051,29,28,32
95680,61,31,100
24621,47,29,77
38478,33,2,147
15817,73,49,111
65302,18,38,39
2986,13,40,43
1069,65,46,144
